GSM1314222_HOSE2008	GSM1314223_HOSE2061	GSM1314224_HOSE2064	GSM1314225_HOSE2085	GSM1314226_HOSE2230	GSM1314227_HOSE2237	GSM1314228_317T	GSM1314229_324CT	GSM1314230_377T	GSM1314231_380T	GSM1314232_388T	GSM1314233_389T	GSM1314234_412T	GSM1314235_431T	GSM1314236_486T	GSM1314237_645T	GSM1314238_660T	GSM1314239_692T	GSM1314240_702T	GSM1314241_765T	GSM1314242_778T	GSM1314243_872T
1556055_at	5.31982200350584	3.90512976344137	5.02712848404592	5.21670877814303	6.5285913174351	6.51043602851069	2.03057160247012	2.74787764091459	2.27761479147859	2.63434236392195	2.290326732832	3.05512115582949	2.18030031141267	2.98475817480799	2.60150874155435	2.23003744835035	2.31697758761005	2.50460599183482	3.39910148409908	1.98508707548913	2.52635750666872	2.69940443677417
1556097_at	1.93947582059769	2.9250472327639	2.95528737942852	2.74976177016533	2.37462061329367	2.94287237685888	5.57733410896375	5.47333379034287	5.20253816727885	5.44401112985916	5.6094262271755	4.48084734447998	6.51362293479771	5.68820148684994	5.10757253820037	5.22274809220276	4.46504505302414	4.64874402018863	4.00465382974599	5.28410618836326	3.7772083154771	6.22362422065756
1556202_at	6.08303666863781	5.88775256099978	6.31206695616693	6.17747763081303	4.08899099101215	4.27271806884009	4.56967016134022	5.26652448658947	5.6690132725559	5.0749702006922	5.33925396817216	4.80584111529956	4.42023537320256	3.09966042220795	2.63452446757798	2.67338026458721	3.46533626482553	3.13639043509055	4.83549236219242	4.75838646970667	3.97156243946396	5.01277125190265
1556277_a_at	5.20021638971983	3.50446588840693	3.37702183204067	3.20079372860477	5.71730631028666	4.64811508090929	2.70198737729026	2.98672750023962	2.11746595410936	2.57920166535179	2.8339400357544	3.09346850645163	3.99005086210877	5.40569776950782	2.2210433450928	2.00792598250226	2.19813389528187	2.51340462427304	2.8650797054237	2.96208537142439	1.71443733718865	4.1920325468753
1556420_s_at	4.12386667837954	3.91134461463802	4.17842868622434	5.35680552125379	4.61793108375241	5.11777153009729	2.46578358571762	1.93915193792126	2.36398176525752	2.37827890509811	2.14649604799585	2.42218188175275	2.3400195414107	2.10572656739699	2.26727464447069	2.31734062580555	2.51228894491245	1.91636016027072	2.49667681043502	2.04535205823812	1.47552325429483	2.43048483796955
1556499_s_at	8.60360988948889	9.0866361978344	8.68371133296373	8.6457850241613	10.8464444508901	10.860462233184	6.93582296299776	9.89954715690171	9.13894429679822	8.58989615088251	9.77032390857277	11.1070688667614	10.9737434135283	10.516637151681	10.6025388101933	10.0974272946329	10.4549194551687	9.33069589306207	9.10867343626893	8.25000351552714	10.2328578266036	6.63101952593264
1556543_at	3.17532674473304	2.61687685944657	2.95517350203364	3.06463855311793	4.93441617068477	4.74243142336954	1.71223361058182	2.86317895394575	1.45426617383084	2.37666680033507	1.87709772293171	2.66633936950666	3.88055339796055	4.73369816016458	1.31244859718178	1.7782143934253	1.85855807138731	1.26855385501188	1.89539603111644	2.2210398351643	1.3179644459567	3.51572770462344
1556590_s_at	5.24206687827696	3.91282295931223	5.13191578383633	4.35931232783117	6.02856117871133	6.75565127387503	3.28494083394108	2.94935115365189	2.42372176852812	3.08630322833037	2.90620834492938	3.72363179228304	4.90349397647154	4.90088879228556	2.63252366253238	2.91236411291736	3.42735959516331	3.25454479424597	3.14815396602421	3.66114347761426	2.42443364660409	3.97246778895957
1556935_at	3.93135354454973	3.76849611003453	4.47118177797312	5.41898727389926	6.39344262423554	4.55034484525054	2.84461322651614	2.64558877465927	2.59637601125136	2.39277405159017	3.00477874476269	2.82740829208552	2.44100940561038	2.37244134397102	2.36916350671283	2.52908912688126	2.13854073299442	1.91750941809627	2.22172087082555	2.2986054647495	2.15128791108114	2.40634155770918
1557051_s_at	2.74795321287087	2.22856234155054	4.28747065155509	2.65485775069431	4.62376485435191	4.24581575581635	2.08223201934237	2.33933013891454	4.47946556376097	1.86779222686132	2.21011901706722	2.9385768435145	1.95396372647256	1.90842536170195	7.80568731094721	2.02865208825032	2.20721268339994	2.01711016189078	2.20006279309662	2.21163532767041	3.2050046546766	2.2020557376598
1557094_at	7.72446886458982	7.62698934244158	5.5597694189886	6.27271134712981	7.9626705448192	6.29087928300965	1.9364924617356	2.83453175551387	0.974088414826389	1.08602361493477	1.70421011452484	4.11002047333478	1.00160246303216	1.66540298288824	0.999405070300539	0.909373586895172	2.44132728773092	0.687458596082356	1.18445240401846	1.14427453762618	3.05319894016199	1.22472656792126
1557155_a_at	2.07183743891303	2.08960663770536	1.76664274651366	1.58675757351008	1.58389948611291	1.44160163373787	2.00417539886451	1.668882646961	1.28323419819479	1.86575483210122	1.78970542255533	1.79346022424554	3.51755293943926	2.39479584862936	5.57810496032139	2.22602968867141	2.15886060932316	7.90892236946086	1.60333247672056	6.03691907167254	4.49682791048264	3.35254660214095
1557215_at	1.87432431612092	2.31581724095631	2.03905966577895	2.59851444863962	3.63424295907707	2.96296564759979	2.04930282136421	2.07149290241146	3.76731355081321	4.9893152099166	4.11394112522334	1.83248358013604	4.53924227565182	2.11219437038172	3.99129647398446	4.8067754446659	1.25626161385337	4.84286284983627	2.83886193427261	2.40001532395022	1.43851663774124	1.81510015908234
1557411_s_at	4.26625870390377	4.64882476860414	4.29700203021519	4.12354881680495	5.72471351502678	4.68867658953925	4.91546503884217	4.8755915253181	3.8775119065106	5.48372826687891	3.8641544735073	4.64857601562616	4.24768596004229	4.65197833220655	5.1568674991462	2.64042955013155	6.36062600286262	3.27853951647478	2.49159031554493	2.93803134611292	7.20900173053577	4.42329057992888
1557658_at	5.80856727011222	5.80005926773201	6.30937315098976	6.07418821306555	3.45423044147018	2.4995195669773	5.25474218354861	5.61717213827525	5.56370545466978	5.30810048672464	6.08091438560783	5.29351974099071	5.11380817494804	2.51676641542326	3.5370119906165	3.77348967309162	3.24862675289477	3.71215794429086	5.30395429746117	5.26844776276231	4.90650539668409	5.27134208949492
1557961_s_at	3.79403915943634	4.37316346418386	3.94697397265741	4.34256965206644	5.89915072294264	5.45012877822132	1.16460326265149	1.41518463892156	2.55761522015906	1.40723926800681	1.46829545793439	1.6138340678669	3.66074814681655	4.85225149772559	1.1634868938858	2.29924081310576	1.27220320684758	1.18948919909997	2.04372864498513	2.06645936141696	1.62291183047383	0.666642268236636
1558034_s_at	5.05452257581603	3.93519330680712	6.04094925695754	4.52484356205707	2.55461044902917	3.88121478542658	9.88323310670269	8.93552534165951	4.17633836802788	10.3423488195889	7.50282022837255	8.33686270727831	8.90294658127144	9.38268207254456	9.37302648756819	7.24005543675311	9.27331563341163	9.72841956714857	10.306344944891	9.04921012243301	5.7665603269871	9.56610799502729
1558404_at	2.95565150218308	2.71359103014683	2.16037580562568	3.52675682861647	5.97222328191035	2.88381484499614	1.02697426914967	1.49691090040789	3.60303847274484	3.38997238837921	1.7055228967714	2.33860613409121	2.53186661363244	3.9682909565136	1.18948919909997	2.57346379150508	1.60627496627982	1.597223677781	1.86011236801586	3.17732389414646	2.10354371181976	1.8755694911122
