GSM1314222_HOSE2008	GSM1314223_HOSE2061	GSM1314224_HOSE2064	GSM1314225_HOSE2085	GSM1314226_HOSE2230	GSM1314227_HOSE2237	GSM1314228_317T	GSM1314229_324CT	GSM1314230_377T	GSM1314231_380T	GSM1314232_388T	GSM1314233_389T	GSM1314234_412T	GSM1314235_431T	GSM1314236_486T	GSM1314237_645T	GSM1314238_660T	GSM1314239_692T	GSM1314240_702T	GSM1314241_765T	GSM1314242_778T	GSM1314243_872T
206354_at	2.29412982101311	2.51600926069085	2.26446396371638	2.51600926069085	2.32125043589805	2.3784831360321	2.47097396125669	3.83032375662609	2.45515370825446	2.93640352792159	2.324240167989	7.46371683373088	2.99617696182296	2.78391584195132	2.22370959514827	2.43432135714602	2.31564770006892	2.44455351810102	2.54854163053768	2.13905654354563	6.95565532778376	2.12933310338168
206363_at	7.37144685304003	5.06413385294468	5.78232962657926	5.58742437616364	7.74156870680273	7.01109020772823	3.79824383306364	3.06952606567882	3.52772178111563	3.3300199356735	4.06535674602186	3.52982566883579	2.98097568908796	7.16586738265162	3.51263511686516	3.54257048353167	5.31970018294217	3.37308347223989	3.01195337203859	2.94181103650003	5.13998242503091	2.56478419100283
206367_at	3.16398421831798	3.2528986677386	3.62707179608436	3.35501116500051	2.81394184803156	2.91063796350101	3.07142181899605	3.22838672605634	3.47261831629408	3.46434353869022	3.72815409420007	3.43897469811548	3.10351596260468	2.33279594217459	2.91781052229588	2.60696329643056	2.56583208229997	9.44556647216714	3.39779600988115	3.18689778473412	2.7521352121506	3.17999118546161
206373_at	2.18694076116903	2.00638697016392	2.13738696880014	2.19223795792414	1.71012097262306	1.7362236841702	2.08499443782144	2.14932059835501	1.93327088066098	2.27192457431046	2.08326035006079	2.379800420479	3.65307062963205	2.34005993598488	7.24461932227453	2.5387408153552	1.61376676623076	7.74682460484615	2.34370640821709	6.47634940693977	5.51169004933727	3.58511648506776
206391_at	4.99074342304864	5.78443376802897	5.83951228798803	5.58608293705782	8.67228760258529	7.85313876718801	2.72767922606778	4.40105812316083	2.41364479923391	4.74139147379791	2.70772839342966	3.81268805015515	2.7961366341751	5.1264280341964	4.94631893477935	2.7409841368787	7.08236577225609	4.38086366432012	3.21738943103859	2.77652168419674	3.48178580396829	2.73641373761875
206392_s_at	5.86621629806975	6.86388626744168	6.55763328315336	6.17064907481757	9.71269359757661	8.91172861424606	2.13285953775997	4.71142281291918	2.23733468790834	5.36117615148342	2.24627473167709	3.84089407358677	2.07861850640465	4.52015283879535	5.38116869431181	2.33347147086176	8.25557459073539	5.32737766808694	2.13805016623973	2.00291456345377	3.81206492627865	2.71956303018358
206404_at	7.00542448918629	6.01011953876871	5.44053446186301	6.11820481786185	8.93607644710907	7.08407411785463	3.45869992391755	3.22867204080803	2.37594056402892	3.20483598264565	4.22586192240325	4.22823493945008	3.65364757049602	6.72974881246286	6.55148625486026	2.83336395782855	2.98091281811677	3.99141529691087	2.38809940390923	6.70559672469156	1.73477730546944	3.61497292166805
206458_s_at	6.41999065496947	6.54012825045719	5.08663218753713	6.38706779867255	7.94186591154971	8.32448869406019	2.63118433457224	3.51013102918538	3.14555139430498	2.45564334515905	2.53660209662516	2.23722234777896	2.58771020968069	3.43253536248386	3.08525707584039	2.09046148630336	2.2997807610513	2.30286320504949	2.85403076651486	2.37669193633819	2.60503676263549	3.15605153663327
206542_s_at	7.65099037227332	7.94329705388562	5.90467013691876	5.99182291338181	7.87633347823477	8.07035280786813	6.20876645038538	6.8291874988075	2.1299719554029	3.7865226467047	4.63458903805961	7.07315625271393	4.66363747520898	6.24025653659324	4.57988207593734	4.43675702747858	6.433241861692	5.09611433385582	5.83084945039848	5.0388963428503	4.50357299038938	5.80486123673538
206584_at	6.5895583467479	4.87285676408223	4.39247360594875	3.47032201399288	5.97632805641924	5.33562370175071	2.94423188725321	2.50736848273614	2.35679414722375	4.34040057755394	4.56702249444864	4.00273402328083	2.20989429776586	2.79036928452465	3.7730061089904	4.17442336261593	5.17504596485735	4.14071917886049	3.58077632514831	1.88544112683184	5.78477101645318	1.36047456293382
206595_at	2.37532551134564	2.45027870451701	3.50593786007483	4.18148728561354	5.75916426743008	4.93823206693299	3.14663895874376	2.5922551996539	2.93858904000331	2.89225536455327	2.65134954864995	4.27198242879038	2.12045543695074	4.51848873998816	4.38599754285213	2.76704811885931	4.62887763118616	4.25336933240861	2.56116316312777	2.16250145320514	6.9314482203245	2.38960433960046
206601_s_at	5.11177917859902	5.88107616616048	5.3191443183178	5.58918799658039	6.0035376808948	6.38541103708394	3.826780746304	6.57578311260596	3.35410305380149	4.74294347604526	5.28098963145328	6.02412478339413	5.97736471060585	8.29380128607001	3.1247756826154	7.06901050170177	8.2417237638763	4.08409205527373	8.27063924298478	3.41164839024651	3.79824383306364	4.59592150779407
206631_at	3.99878905536484	5.12233063455869	4.38751325551935	3.84651151569157	3.22295078506794	5.09428980482676	3.32954769883757	3.87941323724357	1.73640062734571	2.41979034526345	3.23876619828634	5.70342773378978	2.17082149091184	2.54862200022298	4.12259110611303	2.21840594379063	2.83129591186706	2.40646223231318	2.28203962820697	2.12223701344817	4.04197663441846	1.92915005173335
206640_x_at	1.91958380861264	1.50977462222725	1.60353725233623	1.18238272508703	1.12347830514988	0.991586603808458	1.50011143744672	1.2563737954657	4.86975883749056	8.99133552534444	1.55826076919557	1.68220539260868	4.08117573975797	1.08774750674542	1.62148111363251	1.84552638158149	1.33312789658883	1.18948919909997	1.69380974805972	1.56803534767247	1.70424306555312	1.4616336674798
206645_s_at	3.58990548387314	4.15494979545446	3.90483335275867	4.25135016195629	5.1212923709535	7.10819475571291	2.26154970045211	2.63860045359593	2.12991053472141	2.09882170806698	2.42867367354324	2.32720951841557	2.21449008114255	2.41855408705267	2.12894044162186	2.67329477891944	3.22413068009875	4.67604394570083	1.97338129324904	2.08635989881204	2.13198244961595	2.38770824756284
206658_at	6.32288337636541	8.32722885065992	5.97193815261155	7.23925634130665	3.98063559798151	9.63972634076218	3.88111240202443	4.26070755640261	3.25129355373414	3.01288152822331	3.44923803476525	4.31817191162337	3.96937155576568	3.16325247555285	5.16949633094387	4.39772409603661	2.93814471403487	3.00089056955028	3.46724773241817	4.94005584804164	3.2508274494076	3.52971885134824
206683_at	0.887983064811113	2.41628142929532	2.93186855760578	2.14435254180639	2.50539166058056	2.78329759855041	5.10513022817925	2.42177965806095	5.07133877068651	4.55444750368209	3.83296871265379	3.21741507274679	4.42008488380201	5.2859020927806	5.95035707494226	6.73742925816239	5.40780592221476	4.61622189778847	4.65927188158737	4.24794470391243	5.88204921554623	4.78591535480718
206697_s_at	7.80477852876512	6.00477657669756	8.07273457480275	6.24392307056537	9.98714498323957	7.18063744577022	7.93762251834538	8.13119548807229	2.85899560526718	5.15716917409881	5.69822464752323	4.20674722004313	8.15515293041098	5.42352432713264	5.66946772308663	6.85014343372528	5.17846448357453	9.0461361022743	5.46996272569451	3.81774406849148	2.69071227111607	6.50836337538863
206698_at	1.08661841347671	0.6417367532769	1.5751841944126	1.15914822041113	1.37024914141072	1.02518698334379	2.35288548197633	5.01974428788491	2.27770193148611	3.95512753946623	2.43449718866885	1.96559362936839	3.22416440237325	4.64239327359829	3.03183870633202	5.28312229241099	5.29963538928873	2.68210023166594	4.52809148476528	2.50842028447294	3.8020430081146	2.32629550782283
206710_s_at	6.44912404557557	4.23086355850454	3.25764536882313	2.21925511324961	3.54292877863908	4.55535036117879	2.45283800286964	1.65226360227513	2.05006500313773	3.40971046921203	3.44202493442623	2.41461017688502	2.43095170455654	0.85797803202935	1.29351667296887	1.98804392294514	2.65779453154819	1.63386488869425	2.87143958360863	1.67287929995728	4.04257255487998	2.49310175455914
206715_at	5.34598548444499	1.81403723851578	2.40581161655967	1.45765789496906	3.15995111009133	1.5722046081777	2.79914019260304	1.98791346184674	1.44088170042958	3.52743890194704	4.40825756307949	2.20280296783544	2.45151107140575	2.00836872537257	2.38000295019337	3.82139165944182	3.69906715037234	1.65141759511354	2.34851263628582	1.50554662052495	4.65331630548468	1.38016844201418
206754_s_at	6.44889468858013	5.02512219879808	5.96958328309734	7.33799567872737	6.67626237609286	6.42835508752023	4.32735453803429	3.76717475134597	3.8836566364305	3.76653118313199	4.32317473877785	4.33969180432012	3.84508380014877	4.35402685072636	3.64522360656219	2.80457620558179	3.27134600657691	3.51679893378456	3.81533467165498	4.25902867093527	2.93892268222439	4.03968458707276
206762_at	4.89787688052558	4.31510283360492	4.31384034418879	4.43012507848339	3.25865816587505	3.17523368677303	4.52764974360631	3.96572485065559	9.03588570687092	3.94986926755051	4.23012221938512	4.18603048326123	3.98236576928948	3.44100822348368	3.19105595695906	3.79312160032789	3.25413374645645	3.45504542194855	3.84373303423145	4.23786286500196	3.64467010389832	4.23837583908554
206765_at	6.05100237531559	5.893077493622	5.91116488490238	6.00972433145736	6.89312882305317	7.66839961137432	5.5479745724456	4.84734915164893	3.96207162458342	4.80804559375561	4.33165217496695	6.54531158915013	3.72068292355115	4.52919345534034	4.36846055611421	5.30497829482988	6.53907981494241	3.30422610317368	3.96804321769676	4.44220556276518	5.51236037161858	4.44716146552026
206772_at	2.24360689284517	2.66218852296814	2.51597849993343	2.53238101414983	1.94281294953324	2.06218252612401	6.36548602789896	6.9188499019579	6.27132534166574	5.97224340578212	2.79015563512272	5.51493249827861	8.34215935778357	7.70557788669583	7.16076449522436	7.72111319429216	3.70814817336455	2.03736497552904	7.11380856572908	7.99265525317009	4.1055482018235	7.39972006894731
206799_at	4.4159747675552	3.35614061718486	4.28117740043372	3.91165421859544	2.1569924498142	2.31997940965873	5.03930219234642	4.74316210304407	4.3239368546465	3.9786023935611	5.95635228519118	4.4297467312954	4.137779959489	6.31839517353738	8.87026203860193	5.47874272374878	5.61726565850073	6.04191275931727	4.13047201700035	4.58890289167142	2.97874901350353	8.02225687299262
206825_at	2.20337387039928	1.53116858925934	1.90768879702254	2.60355999421171	2.87871486760737	1.56014810162951	6.97060732093318	6.73997619296242	3.61790034470396	3.11085528332035	5.19620019546122	6.14668281824849	3.43496195813541	8.16061582574118	3.17416803766031	2.78897446027124	2.3673775240473	6.67733661879092	6.7041251308662	3.91911553171684	5.44602425026286	2.77997474955481
206858_s_at	8.05166719167843	8.57907353777387	7.93260377954403	7.94730527336694	9.88088694007682	10.7017317814663	4.83079766920548	4.48541013407548	6.47732532684827	5.36064626647863	5.12956005359275	5.40882162931077	6.56535155953803	4.5900381865835	7.03501586739315	4.65856834418525	4.45927691375419	4.46930804766783	3.69544127847138	4.96350845622364	5.33250449035951	6.08027013469905
206884_s_at	2.68789208816748	1.69471785426245	3.09410515352635	2.15965005110755	3.77586529399396	1.79545362591083	2.44061564060269	2.29993761613872	3.93550390026918	3.61815504598149	2.48434983410642	5.64663907827534	3.62183573210351	3.51875253418994	1.8334115337618	2.28126887322874	1.91153985302074	4.10692516884307	5.02975436147146	2.70994359781307	5.17844444593471	1.82984014162742
206953_s_at	4.52706020939237	6.07483230674246	5.33532000936858	5.71649126438028	6.7120167120634	7.09548733543081	1.99812998593654	5.5112184012712	5.84274357976727	7.28930926144552	5.91637068988446	6.33594066998749	6.88099043981983	8.15502337949195	7.75785677554103	6.90637867617728	7.73556984191667	5.24424502550735	7.25908947731548	7.30100786590621	6.00991703365716	3.48058145024244
207002_s_at	5.02932305702318	4.8139503305119	5.35608221664904	5.48420895666937	6.59571989887843	5.39351012953449	1.26757828065402	4.8356870588031	3.30526835829354	3.51564170538967	4.58710474755475	3.269830845624	1.75790221694169	8.03601352020507	4.23908852604639	5.365288963571	3.29580388594107	3.17175654255936	1.52734008639356	2.69006665647036	6.84398559238789	1.83432777473239
207016_s_at	9.03723894433798	9.22650332457669	8.13715942988383	8.76603217737863	11.0693020356177	10.9469416965929	3.81919700319451	4.1017822682048	4.6279842700533	3.29675845844719	5.410658219849	3.9895466895865	4.57635532568301	6.22303969921616	3.58811271150588	3.43861283479449	10.3259260373745	4.28652753137278	4.37637034485943	3.76978395119956	3.46961997777058	4.37680302693116
207030_s_at	5.20188407278532	5.22885364347127	5.34930329586222	5.10590695521542	7.59146134072239	6.56918410532464	6.35710149014592	7.4219455597545	8.17967500921513	4.80632902724651	5.78574959058837	7.3843453827738	6.20162474888912	7.55919290443355	7.98472905369427	6.37058061669112	6.19657590826419	8.27904632281526	7.41886432750703	8.82122448642541	6.46539016296018	6.8850482733778
207039_at	2.6284414318038	2.41080170566724	4.26926814193514	1.83458828320517	2.08101069060749	1.42077336672618	2.85906510832828	5.71872929653822	1.39495912310912	5.65647555806639	2.56432836897709	7.53580811316905	3.38648906399566	6.02719098780136	6.92187546248517	6.36159484082159	8.37119841364021	5.75532563797456	5.46612443598385	1.72969377637753	1.9278686770563	2.23933103166605
207076_s_at	6.00763984438465	6.54371671953981	6.68641963919399	6.96431216547866	8.3007638421553	8.82205641821512	9.49185364892671	8.79319884465572	8.71130356399823	10.3690381172572	9.0599878634849	9.96286777354484	10.134443947119	9.70203463273539	9.95194438592307	11.009397033442	10.8480245474627	10.4190443039369	9.40779219671544	8.34699079002536	7.01530424952044	8.56279427607809
207086_x_at	2.55701272508137	2.55475861398792	2.30205873951964	2.39563985504071	2.20256409647573	2.33081761984195	2.4522461209829	2.24490383590823	4.88289124246724	8.62699444137345	2.54298581734837	2.62914732681801	4.62535020528933	2.11864804235208	2.53954381011969	2.9904560214557	2.2015689742279	2.22258615529597	2.47914137092623	2.18607459302931	2.57310064873316	2.40731720408901
207109_at	1.39594453763651	1.4519243375613	1.30029108918837	1.34817943534332	1.21227359035092	1.51883697272716	4.18914763846971	4.21446358942339	1.29354919761236	3.54388068820077	6.07177896335332	5.55826239014363	3.48240185296579	3.97926333471904	3.70638903631098	5.70640840315852	6.51491709756226	4.11628688699101	2.57797179232707	2.77075662936793	2.16172434827143	2.12881635215065
207156_at	2.03592975657416	1.92332771954457	2.87482454817879	2.42230326135274	2.39193182967861	1.91612146299968	4.42770679075068	3.89686121441265	5.95780437605585	2.2850389145478	4.22181847434201	3.71092559462492	4.74645602313041	3.52888930206003	5.52080262412689	3.49088389795854	2.8892772845272	4.37836597485719	4.19457677280609	3.14532343688224	6.54713141643428	3.48739427763134
207165_at	5.36402032442029	3.19648806237108	4.66951722658164	3.26895209695507	4.09256620158468	2.89360184547897	6.39238555983004	7.93817022883826	6.84255301967638	6.41853272660645	6.46638855284592	6.88537734950275	6.219635029696	7.42811702989016	7.40756795950507	8.3125170676051	7.53926951420696	8.2240005143927	6.45720298210121	6.29751336790367	7.95948261446561	4.68924366955723
207173_x_at	6.56983506973248	8.49022703427281	7.08689778768913	6.82451743871987	8.92517572197233	9.85633822252304	2.61785398193595	4.70455529115846	3.86779781300577	3.86392721100983	6.23885482209529	7.20124979540357	6.69379924847132	6.02900743572027	5.84988990229591	5.67330664457848	5.55539747460531	5.6612954057958	4.65822022195655	5.09203093432208	8.02306570028415	4.60573751877355
207194_s_at	2.03195182737499	2.05006234581684	2.13410141988896	2.22521426703477	2.40765326782498	2.40085119726386	2.17807962802239	2.18889354298435	2.65543716434959	2.21320269162086	1.71896873547522	4.12683244140143	2.31599969348478	2.578034678566	7.40563601215892	2.07008819923712	2.09863019243173	2.44137024666639	1.74935371882146	2.37558651807986	1.67989950888162	1.93746020286842
207271_x_at	2.42399983513394	2.69572517218211	2.60263907923264	2.52342900780849	1.73429271136921	1.72429674352	2.21843080103675	2.6286282387104	2.71457233268255	2.43329847203436	2.56203279726118	2.64234788968051	2.80966960551508	2.13602389694162	2.31638702625264	1.96638781134406	1.97841015424604	8.88061438582156	3.40971377748199	2.54423644425186	2.36807268000849	2.88240349918674
207302_at	5.63181502249163	6.12467085113711	4.80191389095065	4.97146104160015	5.87543991487849	7.35475117639519	3.46961997777058	3.55613372759599	3.76124683029241	3.81783826995246	3.63439163488606	3.12736428823859	4.82699679735147	3.97158288198807	2.69224150646607	4.40439060329922	4.76922102568047	3.36646494686711	3.345462995675	3.67862174547172	2.8412879619407	2.94433004238543
207316_at	4.28398619979681	5.86237028294967	5.24110072576224	8.7102395965844	6.73297418085731	4.50593042505211	2.71309612228451	2.72711155325029	2.86026443838268	2.44211587493608	2.97754966282467	2.81863008514246	2.85042793748906	2.63981132976861	2.74688290473773	2.37258470029929	3.07721864140701	2.7445854381472	2.44439689136235	2.85219528686621	3.25376255832991	2.48945199389221
207325_x_at	2.04239103812402	2.2076712463382	2.19702920137764	1.9578416894137	1.87553378460434	1.76484672402663	2.12282102219321	2.2610810121675	2.44267814970466	2.4521433831324	2.42405172714215	2.27828347525933	2.53861414110632	1.74791494406322	7.40370876291861	1.59229731361757	2.84650444359796	2.50473365419592	2.19321856752468	2.23794276985561	2.05266991665999	2.20166637990455
207469_s_at	2.63845244764712	3.79804722940204	3.30809620432773	2.42832334225363	3.49996952458918	4.49574528889638	2.9851902448049	4.22422492143364	1.87818943167862	5.49291724254549	5.08322383364578	3.50870244456934	2.02231380976041	2.51077470963284	5.33816382763723	4.5835813810456	6.46773958411478	7.12417586914396	2.65663250851658	1.25590462913767	3.62824131966294	2.42534645290403
207480_s_at	7.14638442406947	7.66731473541388	7.02048859205445	7.3652652850571	9.46874263395287	9.17662478157991	3.41028428321314	6.31943400014089	7.63415026838958	3.52738029143055	4.84999257610044	6.92542637938518	3.80687430615326	4.01863640585653	5.50696610782158	6.99391772932227	6.03273716020131	3.4677074190289	6.8885218814438	2.18019417940789	5.25269746207381	3.94736690921376
207571_x_at	5.20871982542556	3.30638506394475	3.41118165933416	3.21948911967417	3.84173519011427	3.09719553593584	3.80962050773459	5.34599233676894	4.82175974595782	5.51477813481827	4.9951652170587	3.73789163036767	4.37566899470003	4.21096806674677	5.75396911322904	5.42601588793086	6.67131160893468	7.68112764993872	4.74317705722021	4.6339145945658	5.12994436336046	3.50684260378008
207739_s_at	1.9833533835694	1.56172577087981	1.73749501200346	1.48723173235318	1.34339886756688	1.23189226247892	2.03670613202416	1.66052922912352	5.32661336428993	9.8044485754714	1.6046208945577	1.8189162032621	4.7700121524064	1.54081181992168	2.41167286365474	3.43804500477913	1.99103011072895	1.84554290570793	1.363344789616	1.47684799802793	1.85617646517572	1.38036511469316
207761_s_at	8.79824109716717	9.12337989259415	8.37456951781568	8.83774125017274	10.7075191232486	10.824084194519	7.83259332995171	8.71243078552271	7.33840473123349	6.20713317379334	7.30698403942317	6.76361543315241	7.8635325492228	9.38649234604495	8.97676265136876	9.28159017261194	8.02235794391132	6.85856766136625	7.44177311062163	8.02873394596852	6.7278001299754	8.32899579278626
207802_at	1.96458261985762	4.58217210034712	1.55356217300889	1.88569889091669	3.58677972149138	5.75579443285649	0.626592327787952	1.40353942752549	0.56971936085038	3.22278776820654	5.12227194445119	4.5539148027317	5.95748508635405	1.89123224252136	0.918960751754537	5.1587137891293	5.73686325111345	0.702034104820452	0.81090025879977	0.927370056812161	1.08016921394708	3.24510963983403
207808_s_at	7.86560542853771	7.9695002657015	7.17566107098196	7.54080808100963	9.95520134185718	9.42316648654111	7.14150643208761	5.68362309053301	5.1334931108724	4.73952678519541	5.25392874843492	5.14628847679732	5.12706943617498	8.18471321811231	5.06457707755757	5.27222515767786	5.24697183978408	8.45031858024608	3.43416957201911	4.69345725263604	6.36874623133308	5.44989549445153
207826_s_at	3.88585124644282	4.51062776958065	5.06705931574071	5.01424518457663	6.49562756616569	7.10588796543381	2.86622007548238	3.1882777608329	2.94002876612065	2.77082286611244	4.11682615685426	4.04823415622376	3.66195919507258	4.84667170863128	3.3988064561859	3.43085658882883	4.40774014730143	5.27276010918452	3.04280265332044	2.55959882334552	5.14005620708213	2.53237604319214
207828_s_at	4.81993519846797	4.25701110447639	4.60626036220619	4.83067018042381	3.40005676784087	2.93420694639232	6.34820680262265	7.04146499953714	7.60493218328172	5.4079175079966	6.45643864700032	5.94782188795739	7.15167467780104	7.79964935455368	7.44266464225142	8.31839968238438	7.37723693921924	7.33041073772745	6.98675642807087	7.638407036768	7.17703274529231	6.22324019761224
207836_s_at	4.47897365489889	5.46142990328103	4.76640733737911	4.91016536351538	6.58820858049355	7.05055802739523	4.29790171720212	3.53894310574746	2.91564343950588	3.1377929621692	4.10101059736927	5.6989033111701	3.43163612974203	6.7859153860526	3.4921212985876	4.60522974092635	7.03822895730715	5.33724370509293	3.16438654390394	3.29355621750433	5.39486700588184	3.32321769638189
207847_s_at	5.11744992305072	5.16348996558517	6.08282478098615	5.06402650436252	5.33921281211389	4.84555974014312	7.80473733313848	8.55534787277724	6.23499523131541	8.90087511594137	8.03519780539953	8.32744218980196	8.58246982399419	6.11807452452259	7.1762052432544	9.77160365530392	9.45867802006459	8.05000897815293	8.73463065556351	7.41788580269562	6.33873128086465	7.04372992737297
207943_x_at	5.41988143853752	5.53809416123123	6.21695841446555	5.94283521126274	6.44742303933322	5.87413520075744	2.41823120723687	5.24476216429074	4.43785364628577	4.76992304643948	5.54794619887849	4.44003796092019	2.81024983831116	7.99008017907162	4.9672596278738	6.02832990244207	3.74728995677525	3.85691701424314	2.2252538432743	4.13464172215215	7.29855264407593	3.04616619069469
207957_s_at	2.87275187867469	1.64259149436562	2.28050074352338	1.86555702314457	4.54489729496576	2.64372118165182	1.71767495202599	1.94965321290104	5.32146439899973	2.02663738093187	1.85053380236243	1.80596325887015	1.71340770511651	2.01662903172041	1.78724883535022	2.05392717222698	1.96323605388789	5.89649071146774	1.78721099531484	1.76079356253623	2.35292671411484	2.22711629740283
207981_s_at	3.17963056619438	3.31691725232809	3.72046932252342	4.07359692729812	4.42809819998191	6.31174258567705	5.77671999244664	5.52547955020742	3.80277330967462	2.14930017032449	2.78836960406184	5.31781521250154	2.6753038612117	4.20372703023755	2.55564390542283	5.27230495367137	2.54734028239792	4.96871011051266	5.45361289495742	6.91747322944183	3.51152856603945	4.8585473857427
207995_s_at	7.73246804307503	6.72543598462877	5.74969166194538	7.31544096058011	7.55100078745686	7.12291842485372	2.56353957071732	2.46161132584277	2.26743422862732	2.33699689914268	2.47272880633403	2.35737262100731	2.49141917838281	1.73671846257305	1.71627552145969	1.87259020942182	1.71027628010498	6.71336646157714	2.16132881339779	2.46866058646991	1.93356866088601	2.36487552768465
207996_s_at	5.42314789953613	3.60953030517811	3.87561878661368	3.0635553281627	4.49819296922638	4.0233415474344	4.60509696750371	3.93339089296283	4.4463278133073	3.08816089163887	5.12948717461838	5.49580419114437	3.72034428028143	6.59822808828992	3.88584681817933	4.83591198463481	6.47849562184604	2.53763669937648	3.40704893140304	2.33425634502993	5.85938140283659	4.79539631583555
208002_s_at	4.04030223436593	4.11152031139166	3.78741413595484	3.78831371802694	4.31371416617494	4.34955688116853	4.74624501137188	5.07817060726609	6.16775438147363	5.32419651320813	5.30853050271391	4.60302576178946	4.7747224016454	6.05013002957938	5.96341494568762	6.51104019152348	7.84833700598334	6.68993175790333	4.64332406000183	4.42682969363062	7.86667659014497	4.54762152008981
208025_s_at	3.41300632412335	3.71274768540107	4.83952971872103	3.23683989425336	2.41913812660802	3.72466613813412	5.58988677328739	5.73011287441016	9.78568997768541	2.87175077163789	5.24002285721362	3.73847250100266	6.61337641819481	6.77168884690433	8.84977029127633	6.99900481655308	3.41688763526704	3.64939804127505	5.53239997121113	8.62679068326106	7.9924721334111	5.20736156974053
208029_s_at	7.59949334960025	8.11125610707073	7.64740904123401	7.83957532519867	9.00620512521694	9.85682998795722	9.48590179397302	9.33048618680982	9.42570091754767	10.4816173419022	10.1812815625482	10.7403258077925	11.1038698414882	10.4157997257964	9.92504099144719	10.9202676178733	10.8672696009681	11.0294158922859	10.9982770888539	10.4228596618263	8.2229306264033	10.1237017952555
208079_s_at	4.41981182494032	3.34304937248609	4.76822528250666	2.95655417173519	3.66860206960224	3.92630679217829	6.30641007093673	6.87395400943542	7.19333136160241	6.23627395587774	6.43373308709003	6.42482797834125	6.63808427375698	7.55319674881308	8.28673077950357	7.76981092448301	7.80530195184902	7.79832038020502	6.7082923333525	6.86442031705508	8.08828445283199	5.89718305297964
208131_s_at	8.59323986469981	9.31809140250945	7.72766841656123	6.85246825205281	9.4250554782215	10.411511416906	3.59284747795385	4.1147436680896	4.40659106900575	4.33511792946129	4.9184731437119	3.76909501816189	4.70503139277347	6.43785137415607	5.12192305096699	4.7590217101773	4.90878485859212	3.70207959799919	3.82218906804782	4.76892995328513	5.99999101927551	4.0109528494617
208146_s_at	8.15451661334657	7.62783888697319	6.64314135479934	7.76346989046766	8.2426170152508	9.19057027894064	5.89662976286157	5.82598299600212	6.1690034434338	5.28329493490084	5.64835820923381	8.71998096356792	4.37673795632773	7.00268831575196	6.0641559256738	6.58083007964399	5.3569829399138	7.12082914161084	5.25374804648091	5.65469713105072	7.32554314885732	5.4514966790273
208155_x_at	2.45544488021374	2.65414572333811	2.44547792409556	2.4925868634235	2.18476019766239	2.62567728586821	2.24617848550333	2.47069284439171	4.98471340154622	8.43538499032852	2.80174516699442	2.60680570693112	4.53863237765614	2.32586267443148	2.52727332704253	2.89346916413032	2.4675188069821	2.66220327106957	2.66957261673343	2.56852462635159	2.53577318914563	2.6616794652626
208212_s_at	3.5930778210631	3.1339886596573	3.67525406143418	3.40389803551686	3.08158148071934	4.64862867266237	4.63880285739907	3.63490705521484	3.66854975744235	3.96441336406596	3.89929349464498	3.72762552594317	4.49022031684356	7.66381861481073	3.41336678533015	2.72619239152638	1.97149320946946	5.65637526581966	2.9437080161076	7.11112752175631	2.74087733821407	5.63128100046067
208228_s_at	3.35290967511109	3.82627433166628	4.51611327111292	3.6839478968698	5.29311271798583	5.22289438539934	4.53967601948789	4.2533181109317	5.91747929519747	7.08119350703977	5.7370827509555	5.0962135174604	7.66607818915143	7.73975637155152	7.03703974933112	5.83415151762199	5.60964225771837	4.04410991135356	5.39359358592119	6.41775007295853	3.62339619885465	10.8560727382894
208235_x_at	1.68496460251476	1.59412786579683	1.63269052359504	1.4291202710471	1.66713188830511	1.29182523327566	1.95673009508247	1.58703910699229	5.0111605442373	9.39483193290932	1.86173326882714	1.80010644644334	3.92843184584217	1.32857302997087	2.21690143567483	2.72432467557063	1.31875675527453	1.73408575606563	1.48890877077693	1.50500629178249	1.90119396896723	1.8126508778204
208296_x_at	6.8614985815796	5.28609791562942	5.07730449796168	5.7164212860036	7.7134520283825	5.95532522525704	5.41578947966532	3.76234141959884	2.89580320509679	4.92378341580607	5.47989553501756	6.17427916704877	6.50620905252068	5.62400410085373	4.54443130014965	7.23799583360083	7.66883796790758	5.58192004502451	4.9524634258041	3.99529330027218	6.11003495007443	4.3851233440559
208306_x_at	10.1498172375618	9.15107621683164	8.28159591526621	7.41816134015399	9.77855711120112	9.61317796495183	11.1062876789193	9.39691306478927	6.69481792046559	10.433710553997	9.63769502050982	9.94819553322512	10.5116263037723	7.97160124360383	9.51163545427494	10.2235387733543	10.9888393858482	9.2119930368627	9.1489308445656	6.8817714720622	9.96205042077445	9.54488267956076
208308_s_at	6.69223840201122	6.73103763478118	5.80654205969034	6.00049305843144	7.26754570942027	7.76932494101996	7.49788796911699	7.10190738420179	6.65255566902629	8.06843078580121	6.99932483373761	7.92510565874858	7.9415116550342	8.10400590976714	8.29126596777974	10.6109900713809	9.32441435356592	9.51434169285798	7.59251880768334	7.61150228349159	8.34473960053458	7.08178626190229
208336_s_at	5.47517904044214	5.29780617275394	4.94765404416195	5.38953400520581	6.51741738304074	6.9202530940862	5.56143507130816	6.90717669812819	7.13519837348296	6.97292328240713	5.25689199303957	6.63905297174236	6.03202911903599	7.5392381249222	8.55049233376721	9.66113126470386	8.01149675749766	7.98040267982854	7.18371857276599	6.79683008536412	7.22574148971292	7.01432422303099
