"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"	"status"
"239516_at"	6.0895115030483	4.35313067136349	11.890328651424	8.29337707598646e-13	8.29337707598646e-13	19.1909256701497	"Upregulated"
"201842_s_at"	9.60051153841373	6.28646790744607	11.8873723827354	8.34440368074182e-13	8.34440368074182e-13	19.1850431991906	"Upregulated"
"209576_at"	5.81565468695862	4.16886978702633	11.8843383380699	8.39710807427069e-13	8.39710807427069e-13	19.1790048071977	"Upregulated"
"210260_s_at"	6.36603553370982	5.80994213065022	11.8805921331473	8.46265539240733e-13	8.46265539240733e-13	19.1715474437327	"Upregulated"
"215049_x_at"	6.74232996998528	6.00289084502948	11.8747719221384	8.56553575161035e-13	8.56553575161035e-13	19.1599579151964	"Upregulated"
"212013_at"	4.97977796540787	6.215036006655	11.8718354201659	8.61792917247065e-13	8.61792917247065e-13	19.1541089463082	"Upregulated"
"220643_s_at"	4.85099435934721	5.92693649160356	11.8685119617045	8.6776239348157e-13	8.6776239348157e-13	19.1474879024091	"Upregulated"
"239723_at"	5.33685935480361	3.27150529545136	11.8553408052947	8.91840675873173e-13	8.91840675873173e-13	19.1212342404463	"Upregulated"
"239619_at"	4.16352148275925	2.73909830648722	11.8542989667914	8.93774313252122e-13	8.93774313252122e-13	19.1191566289178	"Upregulated"
"205907_s_at"	4.66186194538424	2.65921581168339	11.8493405808516	9.0303618519568e-13	9.0303618519568e-13	19.1092668211924	"Upregulated"
"227180_at"	5.60319444084706	5.6297298044111	11.8492514376441	9.0320359662882e-13	9.0320359662882e-13	19.1090889907612	"Upregulated"
"236565_s_at"	4.6351787636315	6.2509499563198	11.8475143547959	9.06472217346027e-13	9.06472217346027e-13	19.1056235075887	"Upregulated"
"235746_s_at"	4.82024808233377	3.25168371985369	11.8343614722188	9.31619202240936e-13	9.31619202240936e-13	19.0793709503829	"Upregulated"
"235493_at"	4.25917141120131	2.93612336462927	11.8208083815845	9.58281566814343e-13	9.58281566814343e-13	19.0522964169903	"Upregulated"
"213122_at"	6.57140160503566	6.99035573644133	11.8127809473708	9.74441861395318e-13	9.74441861395318e-13	19.036249191563	"Upregulated"
"203980_at"	4.29749878774496	2.5590328731214	11.8095997709387	9.8092318116479e-13	9.8092318116479e-13	19.0298875813085	"Upregulated"
"202729_s_at"	5.18280490805496	6.40738223791126	11.8076990787627	9.8481675677569e-13	9.8481675677569e-13	19.0260860211677	"Upregulated"
"240259_at"	4.34059630618866	2.0631962945481	11.8068012696692	9.86661437755156e-13	9.86661437755156e-13	19.0242901587851	"Upregulated"
"243046_at"	4.08120596690731	2.33563981345662	11.793982776655	1.01338932574107e-12	1.01338932574107e-12	18.9986384049155	"Upregulated"
"203560_at"	5.10058084741831	6.44254436858483	11.7892892631692	1.02336077261334e-12	1.02336077261334e-12	18.9892406949319	"Upregulated"
"218793_s_at"	5.29740638582642	4.59823327460585	11.7829108972895	1.03707345764281e-12	1.03707345764281e-12	18.9764649100804	"Upregulated"
"229099_at"	4.57022408531207	5.86981583522383	11.7817389124102	1.03961352687582e-12	1.03961352687582e-12	18.9741168710299	"Upregulated"
"238021_s_at"	8.85423255353899	6.80482649666662	11.7806740842344	1.04192689197707e-12	1.04192689197707e-12	18.9719833644268	"Upregulated"
"231899_at"	5.58134874911444	4.64624450167626	11.7766804054039	1.05065045200544e-12	1.05065045200544e-12	18.963980268188	"Upregulated"
"202800_at"	5.26608997307084	6.20711288569515	11.7704878562304	1.06432568151263e-12	1.06432568151263e-12	18.9515667118106	"Upregulated"
"210065_s_at"	7.10355739716046	6.40359876966789	11.7689925108038	1.06765521900255e-12	1.06765521900255e-12	18.9485684100447	"Upregulated"
"232489_at"	5.02861929651882	3.78712716406427	11.7676416110862	1.07067232915386e-12	1.07067232915386e-12	18.9458594876708	"Upregulated"
"202235_at"	5.45516822983065	4.42860273663185	11.7660870189417	1.07415520493171e-12	1.07415520493171e-12	18.9427418159864	"Upregulated"
"217744_s_at"	5.25004511291316	5.99697561443714	11.7540956476292	1.10141444467596e-12	1.10141444467596e-12	18.9186831577651	"Upregulated"
"227703_s_at"	4.47182038066097	3.0874012662112	11.7495754709945	1.11187334285844e-12	1.11187334285844e-12	18.909609385578	"Upregulated"
"210052_s_at"	4.33039055201337	6.25540267008608	11.7414031675047	1.13104225394384e-12	1.13104225394384e-12	18.8931976809301	"Upregulated"
"243296_at"	6.07488510038093	4.72929652679626	11.7398869402285	1.13463586324757e-12	1.13463586324757e-12	18.8901518316221	"Upregulated"
"238297_at"	4.15836572850375	2.26127923429115	11.7375726559296	1.14014356685035e-12	1.14014356685035e-12	18.8855022470284	"Upregulated"
"231736_x_at"	5.6782355199345	5.74073541691575	11.7364699986537	1.14277740023417e-12	1.14277740023417e-12	18.8832866765504	"Upregulated"
"238919_at"	4.80033972761376	2.07839977158778	11.7298873021955	1.15863149749682e-12	1.15863149749682e-12	18.8700567977818	"Upregulated"
"202350_s_at"	6.55453378835564	6.87616413416086	11.7260001372877	1.16809943012811e-12	1.16809943012811e-12	18.8622417654769	"Upregulated"
"214375_at"	5.03679444433404	4.23210211672341	11.7239213555817	1.17319526628258e-12	1.17319526628258e-12	18.8580616357083	"Upregulated"
"1554408_a_at"	4.3267440304842	5.66605193137092	11.7194761661235	1.18416874986068e-12	1.18416874986068e-12	18.8491211319503	"Upregulated"
"204885_s_at"	6.6002542716925	6.77199264418967	11.7190174146008	1.1853072165362e-12	1.1853072165362e-12	18.8481983108631	"Upregulated"
"202820_at"	5.62182091815529	6.06728142192299	11.7184289507016	1.1867692312776e-12	1.1867692312776e-12	18.8470145215996	"Upregulated"
"202177_at"	5.96738945689777	5.75093698409415	11.715819841733	1.19327379600412e-12	1.19327379600412e-12	18.8417653434838	"Upregulated"
"218182_s_at"	5.47626926428061	5.21424819058098	11.7118277481872	1.20329710823952e-12	1.20329710823952e-12	18.8337320855862	"Upregulated"
"225911_at"	6.57101123518129	5.05141275621713	11.7077145579821	1.21371492146012e-12	1.21371492146012e-12	18.8254529948882	"Upregulated"
"225239_at"	6.1094841199193	5.4009336187976	11.7059745068874	1.21814992523577e-12	1.21814992523577e-12	18.8219499367988	"Upregulated"
"202068_s_at"	5.39360013100858	5.42526081763748	11.7025566946491	1.22690967585697e-12	1.22690967585697e-12	18.8150680844812	"Upregulated"
"211991_s_at"	6.41641891632723	6.65794320576725	11.6946052657465	1.2475401112197e-12	1.2475401112197e-12	18.799051842743	"Upregulated"
"205559_s_at"	5.44001784395195	4.13837158901854	11.6833006595572	1.277485530863e-12	1.277485530863e-12	18.7762673715874	"Upregulated"
"240138_at"	4.33476731153999	2.5890157593648	11.6830338627851	1.27820111195888e-12	1.27820111195888e-12	18.7757294423315	"Upregulated"
"232024_at"	5.65040200756407	4.36441849340274	11.6795384964641	1.28761421345004e-12	1.28761421345004e-12	18.7686810565771	"Upregulated"
"218976_at"	5.19527149438076	4.14277155177519	11.6779302097611	1.29196924703099e-12	1.29196924703099e-12	18.7654374252586	"Upregulated"
"236088_at"	5.06274124197509	3.6786320416397	11.6665549894178	1.32320682763898e-12	1.32320682763898e-12	18.7424860571891	"Upregulated"
"222750_s_at"	5.17101684400604	6.54565070178065	11.6620197091581	1.33587646605022e-12	1.33587646605022e-12	18.7333307197133	"Upregulated"
"213943_at"	5.18229524425416	4.35469164577033	11.6584838322883	1.34584056464952e-12	1.34584056464952e-12	18.7261910239084	"Upregulated"
"223315_at"	7.01625628615919	6.35998235466036	11.6569465043752	1.35019652423531e-12	1.35019652423531e-12	18.7230863234641	"Upregulated"
"204489_s_at"	5.40243837658038	5.36431186556859	11.6552457063431	1.35503253980596e-12	1.35503253980596e-12	18.7196511315209	"Upregulated"
"218322_s_at"	5.46523600668304	5.40018660413548	11.6548816210991	1.3560700815476e-12	1.3560700815476e-12	18.7189157205861	"Upregulated"
"203022_at"	4.34651287337481	5.65030449444475	11.6448358172126	1.38502189538519e-12	1.38502189538519e-12	18.6986175637489	"Upregulated"
"209969_s_at"	6.12776832725409	6.37001009972801	11.6422682943503	1.39252276970612e-12	1.39252276970612e-12	18.6934276303814	"Upregulated"
"1553715_s_at"	5.36525804853252	6.22777777870255	11.6412638860795	1.39546843020587e-12	1.39546843020587e-12	18.691397109509	"Upregulated"
"238649_at"	4.43481053909687	2.86319470258304	11.6394603341755	1.40077383309384e-12	1.40077383309384e-12	18.6877507044917	"Upregulated"
"227070_at"	6.21420320533082	4.33026366016404	11.6363201444147	1.41006061783133e-12	1.41006061783133e-12	18.6814008911128	"Upregulated"
"240307_at"	4.49094957852874	3.20412910155973	11.6341353032337	1.41655933040919e-12	1.41655933040919e-12	18.6769821449413	"Upregulated"
"208791_at"	7.41793818570001	8.25195367258658	11.6249077262408	1.44434736581072e-12	1.44434736581072e-12	18.6583129453113	"Upregulated"
"225497_at"	5.24826902328524	5.64327236965124	11.6180762629166	1.46527980230226e-12	1.46527980230226e-12	18.6444844394547	"Upregulated"
"221729_at"	6.5552162547658	6.53226942909786	11.616210541709	1.47105056857254e-12	1.47105056857254e-12	18.6407067235118	"Upregulated"
"202746_at"	5.10883501539259	3.52262075318871	11.6109810523046	1.48735031815198e-12	1.48735031815198e-12	18.630115635417	"Upregulated"
"235155_at"	4.39883472363601	2.99996268455341	11.6093497779047	1.49247267522669e-12	1.49247267522669e-12	18.6268111503914	"Upregulated"
"229138_at"	5.28306664478756	5.03737268024599	11.601634135162	1.51694708552881e-12	1.51694708552881e-12	18.6111768319666	"Upregulated"
"219922_s_at"	5.73021782976661	6.18097398208452	11.5988057124151	1.5260218685558e-12	1.5260218685558e-12	18.605443621469	"Upregulated"
"213869_x_at"	5.25311472201521	5.89424137548537	11.5980483025731	1.52846140938142e-12	1.52846140938142e-12	18.6039081759626	"Upregulated"
"203323_at"	6.72836418439157	4.77996953718939	11.597848200586	1.52910658611787e-12	1.52910658611787e-12	18.6035025103557	"Upregulated"
"219059_s_at"	4.53693080071901	3.25804675470442	11.592905365371	1.54513253807082e-12	1.54513253807082e-12	18.5934802775662	"Upregulated"
"206697_s_at"	7.5489991966401	6.27698278518571	11.5915089477073	1.54969125222679e-12	1.54969125222679e-12	18.5906482863878	"Upregulated"
"204284_at"	5.46165398494032	4.65428336719042	11.5900975982847	1.55431274426707e-12	1.55431274426707e-12	18.5877857554988	"Upregulated"
"229310_at"	5.4374362558718	5.29301099067958	11.5844300153014	1.57301431943146e-12	1.57301431943146e-12	18.5762880277295	"Upregulated"
"209488_s_at"	5.38365294674036	4.340225317546	11.5803345153138	1.58667208425694e-12	1.58667208425694e-12	18.5679769583526	"Upregulated"
"226287_at"	4.23250789077124	5.58991737149468	11.5767797846335	1.59862515536583e-12	1.59862515536583e-12	18.5607615132746	"Upregulated"
"212187_x_at"	6.02550175830948	5.99599367378401	11.5758440507992	1.60178698035341e-12	1.60178698035341e-12	18.55886187359	"Upregulated"
"226237_at"	8.32441003820846	6.27910373238642	11.5684299585554	1.62706710806198e-12	1.62706710806198e-12	18.5438064470627	"Upregulated"
"227081_at"	5.56259668791384	5.26590248877848	11.5655454272857	1.6370129661185e-12	1.6370129661185e-12	18.5379470407892	"Upregulated"
"219067_s_at"	5.39166970241323	5.79648047650469	11.5646848202269	1.63999241019377e-12	1.63999241019377e-12	18.536198662645	"Upregulated"
"200660_at"	5.37137622361229	6.15627343616756	11.5466392908823	1.70376529701139e-12	1.70376529701139e-12	18.4995158067064	"Upregulated"
"225846_at"	4.70706608875003	7.29104430308423	11.5446187136745	1.7110627804827e-12	1.7110627804827e-12	18.4954057473761	"Upregulated"
"219093_at"	4.58160215983405	2.75031342730289	11.543445365243	1.71531514567902e-12	1.71531514567902e-12	18.4930187932705	"Upregulated"
"206392_s_at"	7.34713452255084	4.69007843572688	11.543415580381	1.7154232309245e-12	1.7154232309245e-12	18.4929581993014	"Upregulated"
"224590_at"	6.97334489845314	5.0233695567042	11.5414549102258	1.7225536394028e-12	1.7225536394028e-12	18.4889691809385	"Upregulated"
"230135_at"	4.66198730931635	2.82321122217914	11.5403339411062	1.72664395409745e-12	1.72664395409745e-12	18.4866883241692	"Upregulated"
"228360_at"	4.66205820440244	6.70719908903936	11.5398869985602	1.72827758604827e-12	1.72827758604827e-12	18.4857788761654	"Upregulated"
"243791_at"	4.29087578378826	3.03232991518501	11.5398471951449	1.72842314952904e-12	1.72842314952904e-12	18.4856978820839	"Upregulated"
"202786_at"	5.2988289261882	5.33983485938404	11.5329014528368	1.75401786467604e-12	1.75401786467604e-12	18.4715611577958	"Upregulated"
"204051_s_at"	5.80730782255196	4.8351271526693	11.5320925229786	1.7570239216829e-12	1.7570239216829e-12	18.4699143274844	"Upregulated"
"204416_x_at"	5.40925730328099	6.01741239529671	11.531504582269	1.75921208140176e-12	1.75921208140176e-12	18.4687173363091	"Upregulated"
"217897_at"	5.65557401888983	5.64990362310892	11.5305916481044	1.7626153267813e-12	1.7626153267813e-12	18.4668586001257	"Upregulated"
"204021_s_at"	5.40774434845678	4.60042880042733	11.5238738582781	1.7878667318216e-12	1.7878667318216e-12	18.453177820441	"Upregulated"
"218353_at"	5.57031749343419	4.69819408356138	11.523707340721	1.78849734788257e-12	1.78849734788257e-12	18.452838632643	"Upregulated"
"219215_s_at"	4.72094637726514	6.34047298581541	11.5143928462832	1.82413823637929e-12	1.82413823637929e-12	18.4338597188208	"Upregulated"
"223434_at"	6.90355158821803	6.82928707394564	11.5118820941428	1.8338695429525e-12	1.8338695429525e-12	18.4287419534282	"Upregulated"
"213975_s_at"	7.40141437886216	6.82257928211672	11.5076753483942	1.85029388971111e-12	1.85029388971111e-12	18.4201653323307	"Upregulated"
"204058_at"	4.73635183745896	2.83573143270539	11.5057248687193	1.85796028847433e-12	1.85796028847433e-12	18.4161879529247	"Upregulated"
"209243_s_at"	4.5844445048008	2.10268043095418	11.4983877757575	1.88709212120088e-12	1.88709212120088e-12	18.4012218481104	"Upregulated"
"205159_at"	4.97048174311284	4.07161157946026	11.4957797708307	1.89755977788558e-12	1.89755977788558e-12	18.3959003799138	"Upregulated"
"227875_at"	4.76796413421235	3.7696538726408	11.4933750119227	1.90726449142514e-12	1.90726449142514e-12	18.3909928346265	"Upregulated"
"239587_at"	5.07994213550442	4.35398945790481	11.4919823580156	1.91290800801337e-12	1.91290800801337e-12	18.388150411135	"Upregulated"
"212070_at"	4.77978544212441	6.79225238840255	11.4884082528479	1.9274701045662e-12	1.9274701045662e-12	18.3808544589597	"Upregulated"
"225681_at"	5.5961963983285	7.81527893464154	11.4835177755805	1.94758014099693e-12	1.94758014099693e-12	18.3708686419447	"Upregulated"
"207828_s_at"	4.14135675996793	6.231836137722	11.4744773173831	1.98532423626381e-12	1.98532423626381e-12	18.352400784257	"Upregulated"
"218049_s_at"	4.50984575938292	6.03613572778715	11.4719813913747	1.99587646885468e-12	1.99587646885468e-12	18.3473002204097	"Upregulated"
"228007_at"	5.81129266908517	5.99514625239856	11.4704640592013	2.00231954173922e-12	2.00231954173922e-12	18.344199069149	"Upregulated"
"209505_at"	6.7498227283215	4.37750483645122	11.4595534440262	2.04928269598298e-12	2.04928269598298e-12	18.3218908796022	"Upregulated"
"218736_s_at"	6.13314568648242	5.13173069737509	11.4540571088155	2.07336766562004e-12	2.07336766562004e-12	18.3106469944146	"Upregulated"
"201976_s_at"	5.17436458951929	6.65738336910145	11.4533541111881	2.07646909533242e-12	2.07646909533242e-12	18.3092085826218	"Upregulated"
"214435_x_at"	4.78671306070835	6.45926001120094	11.450574085152	2.088780522093e-12	2.088780522093e-12	18.3035197040793	"Upregulated"
"226989_at"	5.57137667831096	5.23151728712199	11.4496416347642	2.09292666602455e-12	2.09292666602455e-12	18.3016113667601	"Upregulated"
"229830_at"	5.75025611380074	5.23554730716732	11.4454779912369	2.11154365718705e-12	2.11154365718705e-12	18.2930887335848	"Upregulated"
"209540_at"	5.64204001132242	5.95812842688066	11.4420011294146	2.12722003119414e-12	2.12722003119414e-12	18.285970144857	"Upregulated"
"226458_at"	4.42073022732215	5.70762023779875	11.4415939016631	2.1290639271212e-12	2.1290639271212e-12	18.2851362758531	"Upregulated"
"212233_at"	5.89267460830907	5.48361756594912	11.4259788931062	2.20101925830997e-12	2.20101925830997e-12	18.2531454516754	"Upregulated"
"221728_x_at"	8.10123662013423	6.80881525397554	11.422886547977	2.2155626607787e-12	2.2155626607787e-12	18.2468062995264	"Upregulated"
"230174_at"	6.48651090357515	5.33158182361242	11.4180357481339	2.2385751537735e-12	2.2385751537735e-12	18.2368598753571	"Upregulated"
"220432_s_at"	5.16841507751291	2.95920503584685	11.4083497636656	2.28526299633252e-12	2.28526299633252e-12	18.2169898036548	"Upregulated"
"209032_s_at"	5.2876996446486	4.93642488579962	11.4024775098053	2.31405363031701e-12	2.31405363031701e-12	18.2049373156379	"Upregulated"
"202095_s_at"	3.78488170891852	5.28514977878179	11.3942663140542	2.35493726004094e-12	2.35493726004094e-12	18.1880766773952	"Upregulated"
"201852_x_at"	7.71772517258531	7.31384135190226	11.3894861480236	2.37907846878952e-12	2.37907846878952e-12	18.1782571380873	"Upregulated"
"204439_at"	5.41525895331859	5.45487320022995	11.3841752589509	2.40619806499635e-12	2.40619806499635e-12	18.1673438509359	"Upregulated"
"226517_at"	7.06238346734444	7.4819522084536	11.3794244689791	2.43072640496579e-12	2.43072640496579e-12	18.1575783620792	"Upregulated"
"205498_at"	5.5388927323923	2.72057610002237	11.3790541981869	2.43264886196658e-12	2.43264886196658e-12	18.1568171270477	"Upregulated"
"217867_x_at"	4.94800032590235	6.26739743234387	11.3775836430232	2.4402994482885e-12	2.4402994482885e-12	18.1537936532576	"Upregulated"
"227856_at"	4.84241096307256	3.8128796107202	11.3766433504159	2.44520427517536e-12	2.44520427517536e-12	18.1518602546305	"Upregulated"
"204124_at"	5.3879232258769	6.99138057848865	11.3656330376437	2.5033958001594e-12	2.5033958001594e-12	18.1292125555213	"Upregulated"
"1569477_at"	3.7766936734759	2.16355673834538	11.3655073736393	2.5040680996271e-12	2.5040680996271e-12	18.1289539784395	"Upregulated"
"235028_at"	5.14736904461702	3.54208877714807	11.3633703409477	2.51552958931339e-12	2.51552958931339e-12	18.124556317563	"Upregulated"
"235236_at"	3.84104587419803	2.35460292568325	11.3552847241133	2.55938446935541e-12	2.55938446935541e-12	18.107912009458	"Upregulated"
"209909_s_at"	5.4232495075487	3.93896961997278	11.3526367670499	2.57391644919672e-12	2.57391644919672e-12	18.10245929656	"Upregulated"
"211596_s_at"	5.10016394224442	7.35741775535961	11.3507134259805	2.58452481361101e-12	2.58452481361101e-12	18.0984981446465	"Upregulated"
"241457_at"	4.16615165725174	2.54435990183625	11.3487922105042	2.59516625942265e-12	2.59516625942265e-12	18.0945408838393	"Upregulated"
"203571_s_at"	6.05084730340813	5.08805729119862	11.3455753476562	2.61308497911626e-12	2.61308497911626e-12	18.0879137992513	"Upregulated"
"202902_s_at"	5.50372968061321	5.10049255138807	11.3452328531435	2.61500022284827e-12	2.61500022284827e-12	18.0872081432703	"Upregulated"
"205992_s_at"	5.53889809919508	4.70706367004387	11.3452106906095	2.61512420629212e-12	2.61512420629212e-12	18.0871624803283	"Upregulated"
"238992_at"	4.66703340230998	3.63442152191238	11.342528113871	2.63017594536772e-12	2.63017594536772e-12	18.0816349110012	"Upregulated"
"213830_at"	5.32116983093299	5.15341197098011	11.3322728748197	2.68854183169263e-12	2.68854183169263e-12	18.0604947865217	"Upregulated"
"212588_at"	6.73828715771757	6.17151877809411	11.331571123474	2.69258399871932e-12	2.69258399871932e-12	18.0590476910647	"Upregulated"
"208792_s_at"	7.44547256071511	8.38586386589361	11.3237871361046	2.73784120552257e-12	2.73784120552257e-12	18.0429918187854	"Upregulated"
"201042_at"	5.11247319216557	5.64990436910551	11.32279674555	2.74365520168921e-12	2.74365520168921e-12	18.0409483870936	"Upregulated"
"218706_s_at"	5.44141276197417	5.70527458457661	11.3225739347312	2.74496493712339e-12	2.74496493712339e-12	18.0404886529517	"Upregulated"
"235879_at"	4.73730316235047	3.8122483316499	11.3154972491368	2.78689896633799e-12	2.78689896633799e-12	18.0258836463891	"Upregulated"
"223122_s_at"	7.13093409472594	5.6663174620852	11.3125691184295	2.80444185219148e-12	2.80444185219148e-12	18.0198385776346	"Upregulated"
"235148_at"	4.56919240282688	5.89968244373106	11.3114430084623	2.81121869052648e-12	2.81121869052648e-12	18.0175134441776	"Upregulated"
"225664_at"	6.79958905517798	7.01203616540681	11.3086522283319	2.82808591149588e-12	2.82808591149588e-12	18.0117504644068	"Upregulated"
"232668_at"	4.13088318813797	2.7039953871601	11.304046157816	2.85615210717824e-12	2.85615210717824e-12	18.0022366480245	"Upregulated"
"213515_x_at"	6.08791540776573	3.98523734377766	11.298492370641	2.89037353428368e-12	2.89037353428368e-12	17.9907616006911	"Upregulated"
"205111_s_at"	5.77159551301375	3.93542459592224	11.2980249579567	2.8932727771275e-12	2.8932727771275e-12	17.9897956624833	"Upregulated"
"205666_at"	5.19165686924446	4.17974210338622	11.2977455287931	2.89500743096648e-12	2.89500743096648e-12	17.9892181904567	"Upregulated"
"226558_at"	5.42749191263069	5.68832852298186	11.2974397882152	2.89690664495539e-12	2.89690664495539e-12	17.9885863310912	"Upregulated"
"221933_at"	5.92597791118476	3.72718103098289	11.293257857837	2.9230128986591e-12	2.9230128986591e-12	17.9799424964306	"Upregulated"
"226492_at"	6.14686044764485	5.1387812851994	11.2847754967082	2.97670929386372e-12	2.97670929386372e-12	17.9624027933292	"Upregulated"
"229480_at"	4.07504391294758	2.28649053171083	11.2793106879396	3.01183872827366e-12	3.01183872827366e-12	17.9510977022015	"Upregulated"
"209101_at"	5.34757228932987	5.25401068837062	11.2714290241032	3.0632553650193e-12	3.0632553650193e-12	17.9347858875574	"Upregulated"
"201695_s_at"	4.21733032226905	5.49967336378909	11.2638291367376	3.11368709022848e-12	3.11368709022848e-12	17.9190494501625	"Upregulated"
"218677_at"	4.50264870333414	5.83984214573714	11.2605405799343	3.13577284144761e-12	3.13577284144761e-12	17.9122377466722	"Upregulated"
"204141_at"	5.8720402755636	5.68407716415324	11.2422644941708	3.2614773858429e-12	3.2614773858429e-12	17.8743557484328	"Upregulated"
"238169_at"	4.74173163600334	2.73798199237442	11.2419523187636	3.26366891372409e-12	3.26366891372409e-12	17.873708298323	"Upregulated"
"201850_at"	4.58076419100969	5.69880752595023	11.2381886977817	3.29020946257481e-12	3.29020946257481e-12	17.8659015521214	"Upregulated"
"222529_at"	4.76712535419078	3.41370227541521	11.2316876313584	3.33657702652228e-12	3.33657702652228e-12	17.8524121961738	"Upregulated"
"226350_at"	5.05889610284387	6.13107937951113	11.2284640196562	3.35981696197928e-12	3.35981696197928e-12	17.8457213004302	"Upregulated"
"1552910_at"	4.48723496090857	2.52315733820379	11.2281102812821	3.36237725683358e-12	3.36237725683358e-12	17.8449870007354	"Upregulated"
"205479_s_at"	5.31883240339385	5.87666870919463	11.2262665500107	3.37575430334353e-12	3.37575430334353e-12	17.8411594647474	"Upregulated"
"207836_s_at"	5.54262381116053	4.67328821279581	11.2203154856124	3.41930561194377e-12	3.41930561194377e-12	17.8288021400773	"Upregulated"
"203954_x_at"	4.96508271924095	7.27194988882357	11.2145499276646	3.46204935063039e-12	3.46204935063039e-12	17.8168255359254	"Upregulated"
"201860_s_at"	6.10850981135896	6.40977358622999	11.2120739199843	3.48057350163105e-12	3.48057350163105e-12	17.811680852326	"Upregulated"
"210046_s_at"	4.48909782010724	6.85014242281626	11.2018233378861	3.55835153191936e-12	3.55835153191936e-12	17.7903733886757	"Upregulated"
"202075_s_at"	5.64792194813965	5.97675850348235	11.1921910397656	3.63306382752133e-12	3.63306382752133e-12	17.7703384080739	"Upregulated"
"235613_at"	4.39741457517309	3.20008493046135	11.1881671585421	3.66474972173407e-12	3.66474972173407e-12	17.76196516772	"Upregulated"
"202454_s_at"	4.31303163788395	5.46852671864312	11.186064155417	3.68142242981284e-12	3.68142242981284e-12	17.7575882005206	"Upregulated"
"226545_at"	6.0104851735089	6.46755569955339	11.181943724263	3.71431542775814e-12	3.71431542775814e-12	17.7490106686065	"Upregulated"
"227971_at"	5.36089729185519	3.3194380386194	11.1810028098548	3.72186885930562e-12	3.72186885930562e-12	17.7470516435711	"Upregulated"
"211919_s_at"	4.98252470202944	6.22659741405195	11.177391865158	3.75100326499277e-12	3.75100326499277e-12	17.7395324056688	"Upregulated"
"219463_at"	5.77475245992957	5.10073633946764	11.1721847487334	3.79342879946484e-12	3.79342879946484e-12	17.728686331918	"Upregulated"
"204044_at"	4.62525147836065	5.82293864671652	11.1575630153347	3.91521321791235e-12	3.91521321791235e-12	17.6982109560009	"Upregulated"
"213413_at"	5.27237765431035	5.54883417881193	11.1573577061033	3.91695151156255e-12	3.91695151156255e-12	17.6977828372635	"Upregulated"
"225803_at"	5.44697681174971	5.98517441599679	11.1496574669987	3.98272230924729e-12	3.98272230924729e-12	17.6817219487262	"Upregulated"
"1559394_a_at"	4.29776939588571	2.85066826346087	11.1326027681384	4.13245830319864e-12	4.13245830319864e-12	17.6461217377851	"Upregulated"
"1553994_at"	4.83010045561631	3.61866047694113	11.1282317033532	4.17175703319328e-12	4.17175703319328e-12	17.6369912769323	"Upregulated"
"227356_at"	4.50756727290308	5.95452360864739	11.119734127981	4.24925687839264e-12	4.24925687839264e-12	17.6192338996767	"Upregulated"
"210519_s_at"	5.54385732601011	5.93117903116418	11.1177060430081	4.26797087043383e-12	4.26797087043383e-12	17.614994388385	"Upregulated"
"202376_at"	5.27387971402638	4.79133942866851	11.1135122045133	4.30693789433781e-12	4.30693789433781e-12	17.6062258427565	"Upregulated"
"211368_s_at"	5.29602043753316	4.01586363775902	11.1128605990204	4.31302496698777e-12	4.31302496698777e-12	17.6048632447819	"Upregulated"
"206033_s_at"	4.64829365158834	3.31254501507149	11.1108279063475	4.33207045690764e-12	4.33207045690764e-12	17.6006122368294	"Upregulated"
"219454_at"	5.55716738532256	6.34913368488742	11.110106494878	4.33885051302495e-12	4.33885051302495e-12	17.5991034030518	"Upregulated"
"201843_s_at"	8.62001838443631	5.2766125599942	11.107832747622	4.36029124199311e-12	4.36029124199311e-12	17.5943474009038	"Upregulated"
"209771_x_at"	4.71136322839961	8.94950795793464	11.1061637674353	4.37609836648492e-12	4.37609836648492e-12	17.5908559522353	"Upregulated"
"239349_at"	3.78482293200752	2.16442507391893	11.0980264826176	4.45401405155498e-12	4.45401405155498e-12	17.5738277083698	"Upregulated"
"227506_at"	5.90733686174591	5.70962148778749	11.0978561734533	4.45565990856161e-12	4.45565990856161e-12	17.5734712215744	"Upregulated"
"227361_at"	4.61052972845764	3.62777562351836	11.0891129021145	4.54099815667177e-12	4.54099815667177e-12	17.5551648248759	"Upregulated"
"222039_at"	3.77959033418129	5.21303618189442	11.0795627418938	4.63613041653209e-12	4.63613041653209e-12	17.5351573184596	"Upregulated"
"228612_at"	4.61450282385693	5.55573650455521	11.0778079252457	4.65383190114392e-12	4.65383190114392e-12	17.5314796665141	"Upregulated"
"209278_s_at"	7.51358347781635	6.09345436533478	11.0763095467017	4.66900147905994e-12	4.66900147905994e-12	17.5283391181915	"Upregulated"
"222740_at"	4.16364985731237	6.05285241746409	11.0755432378063	4.67677918527396e-12	4.67677918527396e-12	17.5267328459069	"Upregulated"
"214164_x_at"	5.98051873050279	5.92864539774378	11.0696142136988	4.73740733305951e-12	4.73740733305951e-12	17.5143022702656	"Upregulated"
"203963_at"	5.60247787829926	5.27401869825003	11.0678956924892	4.75513064190957e-12	4.75513064190957e-12	17.5106984026884	"Upregulated"
"225834_at"	4.07500464640967	5.76174538181517	11.0650443985902	4.78468658086282e-12	4.78468658086282e-12	17.5047181546828	"Upregulated"
