"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"	"status"
"243109_at"	5.84626084829052	3.66729258665199	14.9668427821972	2.33313612486431e-15	2.33313612486431e-15	24.7482759777248	"Upregulated"
"201141_at"	7.74011968797714	6.74963104811321	14.9658255833134	2.33730888258355e-15	2.33730888258355e-15	24.7466114886809	"Upregulated"
"202554_s_at"	6.94673199173742	5.4498140113865	14.9647032365931	2.34192189425926e-15	2.34192189425926e-15	24.7447748187737	"Upregulated"
"205518_s_at"	5.53824082023684	3.40921108030961	14.9644301497309	2.34304573885549e-15	2.34304573885549e-15	24.7443279049462	"Upregulated"
"212239_at"	6.49218334973109	5.78066938725649	14.9593932513689	2.36387412868872e-15	2.36387412868872e-15	24.7360835219947	"Upregulated"
"204863_s_at"	6.21622493160089	5.25023002238297	14.9570149878172	2.37377478753123e-15	2.37377478753123e-15	24.7321898848841	"Upregulated"
"201041_s_at"	7.59429123235994	7.45088192170651	14.9560231698867	2.37791630785126e-15	2.37791630785126e-15	24.7305659330783	"Upregulated"
"213517_at"	6.28556677755215	5.02480453896948	14.9549409055676	2.38244399174374e-15	2.38244399174374e-15	24.7287937742562	"Upregulated"
"214044_at"	4.37837216720318	2.3759539563499	14.9465135508426	2.4180050900374e-15	2.4180050900374e-15	24.714990264898	"Upregulated"
"239661_at"	4.03794117088098	2.02565318379989	14.9462346189228	2.41919140438049e-15	2.41919140438049e-15	24.7145332666887	"Upregulated"
"206658_at"	6.9136114432812	4.61280923952546	14.9421973419453	2.4364294436188e-15	2.4364294436188e-15	24.7079177563022	"Upregulated"
"228121_at"	6.61361244925347	5.62434847456388	14.9407111392835	2.44280690929272e-15	2.44280690929272e-15	24.7054820341623	"Upregulated"
"242471_at"	5.71606890546273	3.27246944091848	14.9391891047904	2.44935594648492e-15	2.44935594648492e-15	24.702987353288	"Upregulated"
"243395_at"	5.7710900065614	4.3044834894889	14.9321136377878	2.48003854156876e-15	2.48003854156876e-15	24.6913872405486	"Upregulated"
"205158_at"	5.63955869222476	3.36911352352233	14.9257673269497	2.50789574632612e-15	2.50789574632612e-15	24.680978205499	"Upregulated"
"229623_at"	6.17575020133436	3.81337146228884	14.9216027559346	2.52635104473524e-15	2.52635104473524e-15	24.6741453542329	"Upregulated"
"212464_s_at"	8.24823267712537	8.47928109138919	14.9189545705023	2.53815914295235e-15	2.53815914295235e-15	24.6697995265864	"Upregulated"
"235209_at"	8.1157836668281	5.97810800452262	14.9166795100866	2.54834886627579e-15	2.54834886627579e-15	24.6660654448101	"Upregulated"
"205802_at"	7.03431776386697	5.66370970820058	14.9147280967883	2.55712256172193e-15	2.55712256172193e-15	24.6628621457556	"Upregulated"
"213110_s_at"	7.56698870239036	6.37153436548368	14.9125763936002	2.56683283018037e-15	2.56683283018037e-15	24.6593296125587	"Upregulated"
"230624_at"	6.0727060328868	4.64794026495198	14.9057791354415	2.59775779866003e-15	2.59775779866003e-15	24.6481671744261	"Upregulated"
"211161_s_at"	8.8392966053979	8.67759755553542	14.9040468675485	2.60570012221272e-15	2.60570012221272e-15	24.6453216908861	"Upregulated"
"213519_s_at"	4.79715546473588	3.19888604833574	14.8954953259239	2.64527620976344e-15	2.64527620976344e-15	24.6312701167634	"Upregulated"
"205079_s_at"	6.17025847716754	4.97443540698593	14.893628857453	2.65399608810417e-15	2.65399608810417e-15	24.6282022069731	"Upregulated"
"225481_at"	6.3936600668779	5.41452572760016	14.888527398841	2.67798066665511e-15	2.67798066665511e-15	24.6198151256248	"Upregulated"
"228623_at"	5.7827777825922	4.28186948206256	14.8839390153104	2.69974359989466e-15	2.69974359989466e-15	24.6122692836798	"Upregulated"
"217757_at"	7.37438958455529	7.30398319743759	14.875234093974	2.7415332241778e-15	2.7415332241778e-15	24.5979476265576	"Upregulated"
"232726_at"	4.68803205166763	3.10450368458304	14.8729160544059	2.75277328516037e-15	2.75277328516037e-15	24.5941325884232	"Upregulated"
"208934_s_at"	6.32632663834604	5.31627681822885	14.8697519355209	2.76819256377028e-15	2.76819256377028e-15	24.5889241773907	"Upregulated"
"230918_at"	5.35036374539934	3.90499484290097	14.8691450743778	2.77116004605342e-15	2.77116004605342e-15	24.5879251141526	"Upregulated"
"213385_at"	6.10493004565683	4.08849940135284	14.8645544225626	2.79371415897669e-15	2.79371415897669e-15	24.5803663888355	"Upregulated"
"204072_s_at"	6.88864236363247	4.47686050969214	14.8567775876472	2.83235431915092e-15	2.83235431915092e-15	24.5675565106604	"Upregulated"
"221671_x_at"	7.97418440957501	8.71110002442269	14.8544875670324	2.84383710306027e-15	2.84383710306027e-15	24.5637832379848	"Upregulated"
"204388_s_at"	5.90380364253787	4.56367141405549	14.8344237362091	2.94651496434449e-15	2.94651496434449e-15	24.5307008965163	"Upregulated"
"235716_at"	5.84995026078187	4.31066652926703	14.8247765942199	2.99723592342155e-15	2.99723592342155e-15	24.5147793753475	"Upregulated"
"237502_at"	4.50418965651743	2.83717504887699	14.8233274346942	3.00493233157342e-15	3.00493233157342e-15	24.5123868706009	"Upregulated"
"203649_s_at"	5.54536380714674	4.0797325786432	14.8221995703501	3.01093643458236e-15	3.01093643458236e-15	24.5105246613171	"Upregulated"
"206227_at"	7.10497465929665	6.53718578126955	14.8193210546214	3.02631604349993e-15	3.02631604349993e-15	24.5057713675642	"Upregulated"
"203680_at"	7.33187993520805	5.38650787625613	14.813120016969	3.0597228938241e-15	3.0597228938241e-15	24.4955286836522	"Upregulated"
"209581_at"	6.85676391979386	6.95637619535386	14.8037195806503	3.11109145968134e-15	3.11109145968134e-15	24.479993750287	"Upregulated"
"204688_at"	6.65443706265361	6.18181987731066	14.8018096064789	3.12163654206975e-15	3.12163654206975e-15	24.4768362561034	"Upregulated"
"225242_s_at"	7.75396268692363	5.53857914501557	14.7868148042051	3.20571267067569e-15	3.20571267067569e-15	24.4520343214369	"Upregulated"
"204675_at"	4.86840398484962	6.8942283027696	14.7745973520136	3.27593779431344e-15	3.27593779431344e-15	24.4318090049913	"Upregulated"
"224516_s_at"	5.36008063043915	7.97507699258346	14.771131454901	3.29614647520745e-15	3.29614647520745e-15	24.4260685867913	"Upregulated"
"204787_at"	6.4525859763964	5.50967062494566	14.7702365792475	3.30138505940083e-15	3.30138505940083e-15	24.4245862399121	"Upregulated"
"223501_at"	6.98767491957587	5.36004108420831	14.7671197156696	3.31969812063588e-15	3.31969812063588e-15	24.4194225579292	"Upregulated"
"209612_s_at"	7.08987277538531	3.1757288377397	14.7661284326829	3.32554427180687e-15	3.32554427180687e-15	24.4177800964253	"Upregulated"
"219049_at"	6.60265178630134	4.12614150437739	14.7612939441951	3.35420820590526e-15	3.35420820590526e-15	24.4097683482689	"Upregulated"
"236251_at"	5.8662652074857	4.73377748211488	14.7607047870528	3.35771869178005e-15	3.35771869178005e-15	24.4087918271297	"Upregulated"
"228562_at"	5.85347804736669	6.96276008496206	14.75439559544	3.39554989344514e-15	3.39554989344514e-15	24.3983321561328	"Upregulated"
"205568_at"	7.71263478728258	5.76588220383717	14.7484818421638	3.43140835696737e-15	3.43140835696737e-15	24.3885243082088	"Upregulated"
"209678_s_at"	6.70616929526232	8.19430380375068	14.7174448113419	3.62609887238204e-15	3.62609887238204e-15	24.3369903689791	"Upregulated"
"216321_s_at"	7.94957218927302	7.5959198126682	14.70900980567	3.68095052326702e-15	3.68095052326702e-15	24.3229675448453	"Upregulated"
"236081_at"	4.31049022629182	2.40351242195604	14.7080161905367	3.68746785178194e-15	3.68746785178194e-15	24.3213152155676	"Upregulated"
"204393_s_at"	6.69689031900501	4.80127178732183	14.7069535916894	3.69445080311169e-15	3.69445080311169e-15	24.3195480561805	"Upregulated"
"205128_x_at"	7.79721776219051	8.44599938982913	14.7062709905928	3.69894374844389e-15	3.69894374844389e-15	24.318412791538	"Upregulated"
"226817_at"	6.91756295627191	7.81741547198177	14.7052657114349	3.70557083439987e-15	3.70557083439987e-15	24.3167407780439	"Upregulated"
"212944_at"	6.20265964338637	8.05562517561209	14.6981001692872	3.75316353437061e-15	3.75316353437061e-15	24.3048197597713	"Upregulated"
"228063_s_at"	6.31807036710211	5.09088650158466	14.6978166830857	3.75505930385453e-15	3.75505930385453e-15	24.3043480253172	"Upregulated"
"203065_s_at"	7.34282224896914	5.27634876831341	14.6928352556282	3.78853312650714e-15	3.78853312650714e-15	24.2960573264509	"Upregulated"
"216194_s_at"	6.39611423768196	7.12299191845343	14.6921897113621	3.79289343110459e-15	3.79289343110459e-15	24.2949827435054	"Upregulated"
"213359_at"	6.10578161982384	4.94134151253149	14.6890343698898	3.81428051500011e-15	3.81428051500011e-15	24.2897296876718	"Upregulated"
"226582_at"	8.4053783554377	7.81981300283061	14.6885339060915	3.81768407518613e-15	3.81768407518613e-15	24.2888964131956	"Upregulated"
"213524_s_at"	6.64304498259381	5.76434118415612	14.68658811327	3.83094677824144e-15	3.83094677824144e-15	24.2856564109827	"Upregulated"
"205990_s_at"	7.64835039412239	6.08708093546198	14.6748318908572	3.91209349839321e-15	3.91209349839321e-15	24.2660723372075	"Upregulated"
"216840_s_at"	5.19189465031444	3.34832908853749	14.6729565316789	3.92520077169855e-15	3.92520077169855e-15	24.2629469396394	"Upregulated"
"202992_at"	7.65641659796575	4.38277633875593	14.6634804156814	3.99212594615571e-15	3.99212594615571e-15	24.2471488075482	"Upregulated"
"209006_s_at"	6.86260661495087	5.03418780849865	14.6563199959266	4.0434747814362e-15	4.0434747814362e-15	24.2352050663337	"Upregulated"
"202598_at"	5.28392530820256	6.83061271772842	14.6454300899663	4.12287523309985e-15	4.12287523309985e-15	24.2170301736961	"Upregulated"
"227758_at"	9.07787878883018	7.367963379344	14.6294481902907	4.24231929378013e-15	4.24231929378013e-15	24.1903344224823	"Upregulated"
"206295_at"	5.90725064526803	3.80796629663243	14.6253556748208	4.27347453644151e-15	4.27347453644151e-15	24.1834940850378	"Upregulated"
"242447_at"	4.60711063873952	2.97109581601546	14.6117137969435	4.37903807710447e-15	4.37903807710447e-15	24.1606800031576	"Upregulated"
"203706_s_at"	7.5731991888557	6.55706213752957	14.5931782643369	4.52678695760255e-15	4.52678695760255e-15	24.1296506723027	"Upregulated"
"205414_s_at"	6.03341412410781	4.39938920847121	14.5856507569428	4.58824574523009e-15	4.58824574523009e-15	24.1170389689526	"Upregulated"
"213142_x_at"	6.06136137137535	5.10285310841915	14.5772014559907	4.65825456306965e-15	4.65825456306965e-15	24.102875777224	"Upregulated"
"219250_s_at"	7.14043920760556	5.02959950173297	14.5761248504975	4.66725368652691e-15	4.66725368652691e-15	24.1010705710496	"Upregulated"
"230381_at"	5.63439924345258	7.00440867405439	14.5723819057463	4.69867967380712e-15	4.69867967380712e-15	24.0947936112586	"Upregulated"
"204170_s_at"	5.35354024261147	7.72015783924982	14.57186083151	4.70307188220517e-15	4.70307188220517e-15	24.0939196470099	"Upregulated"
"231784_s_at"	4.95180718240598	6.47438647909941	14.565184252625	4.75972513225391e-15	4.75972513225391e-15	24.0827189204386	"Upregulated"
"227088_at"	5.3106450645047	3.97985485127885	14.5617370485762	4.78925041853868e-15	4.78925041853868e-15	24.0769340019224	"Upregulated"
"204872_at"	7.61290691455602	5.88213310523841	14.5575114922465	4.82569961128464e-15	4.82569961128464e-15	24.0698411844699	"Upregulated"
"212158_at"	7.63516797305303	6.18488881379106	14.5571809540806	4.82856281093789e-15	4.82856281093789e-15	24.0692862794781	"Upregulated"
"208933_s_at"	7.55667941296068	5.57660569153992	14.5399476249552	4.98029010105275e-15	4.98029010105275e-15	24.040339132212	"Upregulated"
"204784_s_at"	6.28882400184971	7.24963783761477	14.5312134233639	5.05905383960722e-15	5.05905383960722e-15	24.0256561594988	"Upregulated"
"202202_s_at"	7.96525796585353	5.43200557835407	14.5290656529047	5.07861777443564e-15	5.07861777443564e-15	24.0220443312191	"Upregulated"
"222853_at"	7.39396877891973	5.54409526871944	14.5168881253087	5.19102416352838e-15	5.19102416352838e-15	24.0015566026278	"Upregulated"
"224588_at"	9.40668637398803	8.15607784673019	14.5103524514916	5.25240541229582e-15	5.25240541229582e-15	23.9905543808721	"Upregulated"
"204112_s_at"	7.30716206034822	6.0847761816403	14.5103492339333	5.25243581398236e-15	5.25243581398236e-15	23.9905489632877	"Upregulated"
"222996_s_at"	5.19039801051692	7.32811168165168	14.4843313997062	5.50429072881526e-15	5.50429072881526e-15	23.9467054257551	"Upregulated"
"205449_at"	5.30772108786135	6.7106130854002	14.4778922226854	5.56851987484515e-15	5.56851987484515e-15	23.9358434753156	"Upregulated"
"227607_at"	6.11795121117772	4.62802697137009	14.4729275430266	5.61856759486717e-15	5.61856759486717e-15	23.9274657835588	"Upregulated"
"221019_s_at"	6.1925208343193	4.31687748534194	14.4641425580153	5.70826425761072e-15	5.70826425761072e-15	23.9126350745479	"Upregulated"
"209040_s_at"	7.43695654690081	7.58549512819623	14.4633512432603	5.71641577477341e-15	5.71641577477341e-15	23.9112987839526	"Upregulated"
"209470_s_at"	5.40032541366263	2.57623119508143	14.4608601063416	5.74215586371025e-15	5.74215586371025e-15	23.9070915751056	"Upregulated"
"209732_at"	6.48859855311089	5.7700626687539	14.453353052782	5.82044750055943e-15	5.82044750055943e-15	23.8944091434354	"Upregulated"
"204749_at"	6.96006597316456	4.26772778959765	14.4522656923571	5.83187841637799e-15	5.83187841637799e-15	23.8925716579768	"Upregulated"
"224795_x_at"	7.81415261640316	8.67962302702574	14.4496864182881	5.8590856216473e-15	5.8590856216473e-15	23.8882125466639	"Upregulated"
"235122_at"	4.78088489107835	3.15753584896427	14.4328849317594	6.03954089201434e-15	6.03954089201434e-15	23.8597998195226	"Upregulated"
"204755_x_at"	4.51324352137533	2.66852505913749	14.425530725369	6.12031875325172e-15	6.12031875325172e-15	23.8473537850843	"Upregulated"
"240869_at"	5.30568782185918	3.79898983112075	14.4226261622222	6.15252771711935e-15	6.15252771711935e-15	23.8424366044175	"Upregulated"
"203510_at"	8.80369152993054	7.58095576063993	14.4036363813095	6.36745070095641e-15	6.36745070095641e-15	23.810266349942	"Upregulated"
"205583_s_at"	6.2201080955419	5.44672439814086	14.3964553789365	6.45072413295394e-15	6.45072413295394e-15	23.7980911178896	"Upregulated"
"209875_s_at"	6.79280288682587	8.33508508673313	14.3915723190865	6.50798928888117e-15	6.50798928888117e-15	23.7898088529905	"Upregulated"
"209570_s_at"	7.92167799507914	6.68281957969033	14.3878796322968	6.55164180088663e-15	6.55164180088663e-15	23.7835439151654	"Upregulated"
"209493_at"	6.78627917292771	6.26722224007878	14.3861876382736	6.57174399589863e-15	6.57174399589863e-15	23.7806728257093	"Upregulated"
"205525_at"	5.50523176996769	3.79567969950953	14.3732086463767	6.72807085342757e-15	6.72807085342757e-15	23.7586390238315	"Upregulated"
"209031_at"	7.23594797034937	7.09384253838341	14.3721696324788	6.7407496581878e-15	6.7407496581878e-15	23.7568743620597	"Upregulated"
"201616_s_at"	7.03057885178814	5.62365062673241	14.3708791464591	6.7565313511557e-15	6.7565313511557e-15	23.7546824391486	"Upregulated"
"1555967_at"	6.06532409711935	5.22740792608269	14.3666075485043	6.80904161850886e-15	6.80904161850886e-15	23.7474257520759	"Upregulated"
"203355_s_at"	7.13874117361836	5.15385374097626	14.3622550372165	6.8629786448332e-15	6.8629786448332e-15	23.7400295995669	"Upregulated"
"225525_at"	5.76286954855098	6.88570012578246	14.3579912204751	6.91624296577536e-15	6.91624296577536e-15	23.7327821982837	"Upregulated"
"203729_at"	6.11260582703765	4.59956218028048	14.3431116125148	7.10547780898145e-15	7.10547780898145e-15	23.7074754065053	"Upregulated"
"228582_x_at"	5.74626538533493	3.55984161439295	14.3366759378571	7.18896798765065e-15	7.18896798765065e-15	23.6965224536526	"Upregulated"
"229380_at"	7.30000735302319	4.5013150430811	14.3279402246565	7.30391478593566e-15	7.30391478593566e-15	23.6816479306657	"Upregulated"
"1554455_at"	5.32892377401971	4.05814504721461	14.323186520353	7.36725824894158e-15	7.36725824894158e-15	23.6735502361793	"Upregulated"
"213998_s_at"	7.5079542455588	5.32048848764189	14.3222442132274	7.37988155118234e-15	7.37988155118234e-15	23.6719447756627	"Upregulated"
"202035_s_at"	5.2816970663613	2.63885130576611	14.3208528206573	7.39856158726301e-15	7.39856158726301e-15	23.6695740092574	"Upregulated"
"227997_at"	7.4948001080454	7.54167419998367	14.3156177137859	7.4692821718612e-15	7.4692821718612e-15	23.6606521512521	"Upregulated"
"227530_at"	7.3446655317177	6.8320040858968	14.3151116707245	7.47615503178615e-15	7.47615503178615e-15	23.6597895784014	"Upregulated"
"200729_s_at"	5.2107457680227	6.96019009722185	14.3143619408104	7.48634950752243e-15	7.48634950752243e-15	23.6585115799333	"Upregulated"
"225241_at"	6.09949892079558	4.6098677274834	14.2976046825715	7.71797869849675e-15	7.71797869849675e-15	23.6299311962956	"Upregulated"
"1563963_at"	5.15779825241852	3.56759785000282	14.2921428537682	7.79505892923641e-15	7.79505892923641e-15	23.6206092359801	"Upregulated"
"242121_at"	5.86389928640203	4.34824971075073	14.2880549194975	7.8532680553332e-15	7.8532680553332e-15	23.6136300658667	"Upregulated"
"222731_at"	6.54846012186431	5.91921375265167	14.2865076857131	7.87541602892493e-15	7.87541602892493e-15	23.6109880650035	"Upregulated"
"203423_at"	7.0213830144524	6.86444496616275	14.2843130216439	7.90694198605309e-15	7.90694198605309e-15	23.6072400934035	"Upregulated"
"201015_s_at"	5.4282320413426	6.67907084891317	14.2820030190036	7.9402650711201e-15	7.9402650711201e-15	23.6032945903869	"Upregulated"
"241672_at"	7.46313446399463	3.95575508002968	14.2682775922306	8.14126475987145e-15	8.14126475987145e-15	23.5798395975462	"Upregulated"
"221927_s_at"	5.04998376796724	6.79840595245854	14.2538997361336	8.35744039581689e-15	8.35744039581689e-15	23.5552479074008	"Upregulated"
"224356_x_at"	6.27136908858774	5.39541059433372	14.244162979175	8.50718261466989e-15	8.50718261466989e-15	23.5385816223504	"Upregulated"
"209487_at"	7.13882858251833	5.88622949124436	14.2409605699422	8.55703378746274e-15	8.55703378746274e-15	23.5330978613786	"Upregulated"
"205339_at"	4.15820507627605	5.90017917537503	14.2370818602649	8.61781554322765e-15	8.61781554322765e-15	23.5264545294396	"Upregulated"
"226225_at"	7.43549899849163	5.06742096129237	14.2266193926279	8.7839941420352e-15	8.7839941420352e-15	23.5085266359656	"Upregulated"
"221958_s_at"	7.70799638990168	7.12379333496448	14.2098767927068	9.05681417051697e-15	9.05681417051697e-15	23.4798128300204	"Upregulated"
"1553185_at"	6.52128301779062	6.91655792882214	14.2041601237123	9.15195144013642e-15	9.15195144013642e-15	23.4700017090549	"Upregulated"
"228153_at"	6.9807167049756	8.16151595131273	14.1880999846898	9.42476680494315e-15	9.42476680494315e-15	23.4424198623784	"Upregulated"
"227860_at"	7.23802781801281	6.28125589730894	14.184953380009	9.47919157658098e-15	9.47919157658098e-15	23.4370125749808	"Upregulated"
"232118_at"	4.54144691098791	2.94036739767552	14.1795895244454	9.5727133816855e-15	9.5727133816855e-15	23.4277925732776	"Upregulated"
"208998_at"	5.8323554092881	7.86736454959051	14.1790085437943	9.58289992988397e-15	9.58289992988397e-15	23.4267937306117	"Upregulated"
"234989_at"	7.37977468935984	6.65289926155714	14.1696191116286	9.74908395140977e-15	9.74908395140977e-15	23.4106460022709	"Upregulated"
"239272_at"	4.61694170328846	2.73762709671745	14.1683813718498	9.77121093279552e-15	9.77121093279552e-15	23.4085166518295	"Upregulated"
"213164_at"	5.8796148379705	7.15715051784684	14.1650679607674	9.83069921851167e-15	9.83069921851167e-15	23.4028155931296	"Upregulated"
"222872_x_at"	6.39606255828116	6.01912125093588	14.1544908650652	1.00231039276071e-14	1.00231039276071e-14	23.384608647716	"Upregulated"
"213506_at"	5.84359661700617	7.08270900029644	14.1535892932944	1.00396823382214e-14	1.00396823382214e-14	23.3830561593629	"Upregulated"
"222150_s_at"	6.15909639992777	5.20984210411988	14.1526263670794	1.00574201186769e-14	1.00574201186769e-14	23.3813979222774	"Upregulated"
"213317_at"	8.49549019254859	7.65988206358122	14.1506735609025	1.00934912622678e-14	1.00934912622678e-14	23.3780347219424	"Upregulated"
"214097_at"	7.30304686593954	7.91482898984958	14.1409149610438	1.02757516848473e-14	1.02757516848473e-14	23.3612218570274	"Upregulated"
"202234_s_at"	6.66745793661027	5.47399262379358	14.131262427494	1.04593640101109e-14	1.04593640101109e-14	23.3445815337432	"Upregulated"
"226186_at"	4.9814375185247	3.5743960449633	14.1296171530146	1.0490995905817e-14	1.0490995905817e-14	23.3417441782012	"Upregulated"
"201785_at"	6.84101434198535	6.74842191510813	14.1238655934669	1.06023504899062e-14	1.06023504899062e-14	23.3318230174508	"Upregulated"
"238967_at"	6.29581270193882	4.43954928980315	14.1199541856447	1.0678772469628e-14	1.0678772469628e-14	23.325073969373	"Upregulated"
"211671_s_at"	7.26914286469947	6.72280198741434	14.1173969019952	1.07290434799446e-14	1.07290434799446e-14	23.3206605310085	"Upregulated"
"224568_x_at"	7.48343298881377	5.68214736494181	14.1115032114436	1.08458308919495e-14	1.08458308919495e-14	23.3104863036396	"Upregulated"
"36936_at"	5.37360118327765	6.67111759028722	14.1048263786551	1.09797183788183e-14	1.09797183788183e-14	23.298955566207	"Upregulated"
"212667_at"	7.93444145447884	6.70713577834438	14.0977017825959	1.11244613618549e-14	1.11244613618549e-14	23.2866461854163	"Upregulated"
"207480_s_at"	7.97413674202128	5.84577762778684	14.0974099565034	1.11304317741469e-14	1.11304317741469e-14	23.2861418704601	"Upregulated"
"235723_at"	5.28595325780796	3.14951187204734	14.0966929091919	1.11451157101943e-14	1.11451157101943e-14	23.2849026762252	"Upregulated"
"209447_at"	4.95682854558155	3.46644776090419	14.0873500881321	1.13382732385502e-14	1.13382732385502e-14	23.2687513694491	"Upregulated"
"220184_at"	4.83804702551028	3.40668683875393	14.0841215992119	1.14058184123406e-14	1.14058184123406e-14	23.263167934487	"Upregulated"
"205795_at"	5.45800409862907	4.08289827617058	14.0840653496003	1.14069989071818e-14	1.14069989071818e-14	23.2630706448078	"Upregulated"
"201162_at"	8.12970587061471	7.52576701522706	14.0826346402379	1.14370671046692e-14	1.14370671046692e-14	23.2605959646745	"Upregulated"
"210982_s_at"	7.09420475301915	7.26480946529514	14.0777383265408	1.1540587974097e-14	1.1540587974097e-14	23.2521251782669	"Upregulated"
"232617_at"	6.40508144436577	5.94771042837261	14.0717759798269	1.16679506055194e-14	1.16679506055194e-14	23.2418065783433	"Upregulated"
"1559360_at"	6.29119901013452	4.4584713340232	14.0684014993985	1.17406734150988e-14	1.17406734150988e-14	23.2359648867184	"Upregulated"
"237006_at"	4.4505315035492	2.35205025125475	14.0652789463727	1.18083824233627e-14	1.18083824233627e-14	23.2305582059684	"Upregulated"
"201438_at"	7.28385207842092	7.66279522895986	14.0647415697078	1.18200752838721e-14	1.18200752838721e-14	23.2296276340305	"Upregulated"
"227001_at"	6.42325202365919	5.98460868098067	14.0596447694862	1.19315714394826e-14	1.19315714394826e-14	23.220799963586	"Upregulated"
"221834_at"	6.1354968434738	5.23757125801936	14.0572310137957	1.19847510996152e-14	1.19847510996152e-14	23.216618340118	"Upregulated"
"202668_at"	6.62360698827156	7.78654135228329	14.0519897526701	1.21010674828191e-14	1.21010674828191e-14	23.2075361096926	"Upregulated"
"227082_at"	5.61503341471897	4.41871069750409	14.0515979003019	1.21098101747025e-14	1.21098101747025e-14	23.2068569740276	"Upregulated"
"204069_at"	6.93353460961665	7.95187375955977	14.0470518399897	1.22117145257768e-14	1.22117145257768e-14	23.1989767772976	"Upregulated"
"229254_at"	5.3831448104811	3.83717616164171	14.0437719972773	1.22857829642616e-14	1.22857829642616e-14	23.1932900507535	"Upregulated"
"219263_at"	5.98516024013939	3.11414119382077	14.0437014534378	1.22873811185018e-14	1.22873811185018e-14	23.1931677259778	"Upregulated"
"230178_s_at"	5.5273036130478	4.39012381773244	14.0362511054187	1.24573770178038e-14	1.24573770178038e-14	23.1802455640172	"Upregulated"
"214844_s_at"	7.09917842178354	7.60253128843942	14.0230710601373	1.27640598639159e-14	1.27640598639159e-14	23.157370681879	"Upregulated"
"209288_s_at"	6.31404604424024	5.68236625793954	14.0210522848963	1.28117157220081e-14	1.28117157220081e-14	23.1538652730366	"Upregulated"
"224959_at"	6.18651221226121	7.27544671536483	14.0203822159897	1.28275740184121e-14	1.28275740184121e-14	23.1527016639404	"Upregulated"
"226213_at"	5.69897193646172	6.91935663693039	14.0196523792541	1.28448698001848e-14	1.28448698001848e-14	23.1514342088188	"Upregulated"
"209016_s_at"	5.96909587643449	7.42219786201662	14.0176275184545	1.28929809967028e-14	1.28929809967028e-14	23.1479174718734	"Upregulated"
"238651_at"	6.0346491139441	5.26128751956594	14.0042957244371	1.32144115258947e-14	1.32144115258947e-14	23.1247518331846	"Upregulated"
"211896_s_at"	8.78744293591077	6.07075198437426	13.9979629247444	1.33699729960675e-14	1.33699729960675e-14	23.1137409643664	"Upregulated"
"201360_at"	6.58556718990289	6.5890261244466	13.9969984506728	1.33938295325422e-14	1.33938295325422e-14	23.1120636415531	"Upregulated"
"1558486_at"	5.58933443665489	4.2088296906957	13.9858236209859	1.36734570585267e-14	1.36734570585267e-14	23.0926219601145	"Upregulated"
"217995_at"	7.12466725448624	6.50700581505789	13.9843613487247	1.37104893106893e-14	1.37104893106893e-14	23.0900769190369	"Upregulated"
"228551_at"	6.10180196959883	5.05479872103567	13.982683023464	1.37531203476951e-14	1.37531203476951e-14	23.0871555538785	"Upregulated"
"229796_at"	5.0960057541814	6.6166343101061	13.9808210201729	1.38005765964964e-14	1.38005765964964e-14	23.0839141077217	"Upregulated"
"206363_at"	6.4263322705431	4.51963868206994	13.9752752544633	1.39429202979202e-14	1.39429202979202e-14	23.0742575643776	"Upregulated"
"1563533_at"	4.94085909729279	2.1919656534724	13.970792100543	1.40590935069734e-14	1.40590935069734e-14	23.06644881182	"Upregulated"
"239331_at"	5.64037273546417	3.89555659573599	13.9595327568196	1.43552718780495e-14	1.43552718780495e-14	23.0468275253627	"Upregulated"
"226388_at"	6.92943015902915	6.49126967620166	13.9523512453347	1.4547528448402e-14	1.4547528448402e-14	23.0343052355926	"Upregulated"
"213933_at"	6.56382373645956	4.68388479022935	13.9410449437491	1.48555948602695e-14	1.48555948602695e-14	23.0145790719234	"Upregulated"
"244753_at"	5.84038859504658	4.61929450965294	13.9375370908167	1.49525325296831e-14	1.49525325296831e-14	23.0084560316077	"Upregulated"
"224964_s_at"	6.06224470160028	4.3350004336088	13.933337690753	1.5069437152454e-14	1.5069437152454e-14	23.0011240904666	"Upregulated"
"201579_at"	7.77360450138319	7.04229773532372	13.9296684115485	1.51723537291071e-14	1.51723537291071e-14	22.9947161173576	"Upregulated"
"228708_at"	7.84058572810967	5.84566158647878	13.9219328514176	1.53916980151431e-14	1.53916980151431e-14	22.9812019737947	"Upregulated"
"211000_s_at"	5.57524988953473	4.37107931877552	13.9189706534696	1.54765535657685e-14	1.54765535657685e-14	22.9760252146759	"Upregulated"
"229285_at"	5.33563745355719	3.80008386358058	13.9173898157511	1.55220352852514e-14	1.55220352852514e-14	22.9732621334541	"Upregulated"
"1556590_s_at"	5.23838840030717	3.86553915165114	13.9171877058828	1.55278600222862e-14	1.55278600222862e-14	22.9729088539822	"Upregulated"
"218656_s_at"	5.84365220390729	4.70771361623079	13.9170289093407	1.55324380615801e-14	1.55324380615801e-14	22.9726312811937	"Upregulated"
"212063_at"	7.01644503195442	6.63302077615067	13.913213972064	1.56428395437351e-14	1.56428395437351e-14	22.9659620172621	"Upregulated"
"242110_at"	5.23597844913605	3.15253375615737	13.9055288072241	1.58677005581428e-14	1.58677005581428e-14	22.952521936697	"Upregulated"
